moisture,time_stamp
72.24,05-Aug-2022 06:13:25
72.65,05-Aug-2022 06:33:21
72.24,05-Aug-2022 06:53:17
71.84,05-Aug-2022 07:13:13
72.24,05-Aug-2022 07:33:07
72.24,05-Aug-2022 07:53:01
72.24,05-Aug-2022 08:12:56
72.24,05-Aug-2022 08:32:54
71.84,05-Aug-2022 08:52:48
72.24,05-Aug-2022 09:12:44
71.84,05-Aug-2022 09:32:40
71.84,05-Aug-2022 09:52:34
71.84,05-Aug-2022 10:12:30
71.84,05-Aug-2022 10:32:27
71.84,05-Aug-2022 10:52:23
71.84,05-Aug-2022 11:12:18
71.43,05-Aug-2022 11:32:12
71.84,05-Aug-2022 11:52:07
73.88,05-Aug-2022 12:12:02
76.73,05-Aug-2022 12:31:57
77.96,05-Aug-2022 12:51:52
77.14,05-Aug-2022 13:11:48
76.73,05-Aug-2022 13:31:46
75.92,05-Aug-2022 13:51:44
75.92,05-Aug-2022 14:11:40
75.51,05-Aug-2022 14:31:38
75.1,05-Aug-2022 14:51:34
75.1,05-Aug-2022 15:11:28
74.69,05-Aug-2022 15:31:24
74.69,05-Aug-2022 15:51:20
74.29,05-Aug-2022 16:11:16
74.69,05-Aug-2022 16:31:11
74.29,05-Aug-2022 17:11:01
73.88,05-Aug-2022 17:30:54
73.88,05-Aug-2022 17:50:49
73.88,05-Aug-2022 18:10:44
73.47,05-Aug-2022 18:30:41
73.88,05-Aug-2022 18:50:35
73.47,05-Aug-2022 19:10:32
73.06,05-Aug-2022 20:10:13
73.06,05-Aug-2022 20:30:08
73.47,05-Aug-2022 20:50:03
73.06,05-Aug-2022 21:09:57
73.06,05-Aug-2022 21:29:51
73.47,05-Aug-2022 21:49:45
73.47,05-Aug-2022 22:09:38
73.06,05-Aug-2022 22:29:33
73.06,05-Aug-2022 22:49:26
72.65,05-Aug-2022 23:09:20
73.06,05-Aug-2022 23:29:16
72.65,05-Aug-2022 23:49:09
72.65,06-Aug-2022 00:09:04
72.65,06-Aug-2022 00:28:59
72.65,06-Aug-2022 00:48:53
72.65,06-Aug-2022 01:08:50
72.24,06-Aug-2022 01:28:45
72.24,06-Aug-2022 01:48:38
72.65,06-Aug-2022 02:08:35
72.24,06-Aug-2022 02:28:30
72.24,06-Aug-2022 02:48:24
72.24,06-Aug-2022 03:08:18
71.84,06-Aug-2022 03:28:14
72.24,06-Aug-2022 03:48:10
71.84,06-Aug-2022 04:08:04
71.84,06-Aug-2022 04:27:59
71.84,06-Aug-2022 04:47:53
71.84,06-Aug-2022 05:07:47
71.84,06-Aug-2022 05:27:45
71.84,06-Aug-2022 05:47:40
72.24,06-Aug-2022 06:07:35
71.84,06-Aug-2022 06:27:30
71.84,06-Aug-2022 06:47:23
71.84,06-Aug-2022 07:07:19
71.84,06-Aug-2022 07:27:14
71.84,06-Aug-2022 07:47:09
71.43,06-Aug-2022 08:07:03
71.84,06-Aug-2022 08:26:57
76.73,06-Aug-2022 08:46:53
78.78,06-Aug-2022 09:06:48
77.96,06-Aug-2022 09:26:44
76.73,06-Aug-2022 09:46:39
76.33,06-Aug-2022 10:06:34
75.92,06-Aug-2022 10:26:28
75.92,06-Aug-2022 10:46:22
81.63,06-Aug-2022 11:06:17
80.82,06-Aug-2022 11:26:11
79.59,06-Aug-2022 11:46:08
78.78,06-Aug-2022 12:06:03
77.96,06-Aug-2022 12:25:58
77.55,06-Aug-2022 13:05:46
77.55,06-Aug-2022 13:25:39
77.14,06-Aug-2022 13:45:33
76.33,06-Aug-2022 14:05:27
76.73,06-Aug-2022 14:25:22
77.14,06-Aug-2022 14:45:16
77.14,06-Aug-2022 15:05:10
76.73,06-Aug-2022 15:25:05
77.55,06-Aug-2022 15:44:59
79.18,06-Aug-2022 16:04:53
79.18,06-Aug-2022 16:24:51
78.37,06-Aug-2022 16:44:46
78.37,06-Aug-2022 17:04:42
77.96,06-Aug-2022 17:24:36
77.55,06-Aug-2022 17:44:31
77.14,06-Aug-2022 18:04:25
77.14,06-Aug-2022 18:24:21
76.73,06-Aug-2022 18:44:16
76.73,06-Aug-2022 19:04:12
76.73,06-Aug-2022 19:24:07
76.33,06-Aug-2022 19:44:01
75.92,06-Aug-2022 20:03:55
75.92,06-Aug-2022 20:23:51
76.33,06-Aug-2022 20:43:48
76.33,06-Aug-2022 21:03:42
75.92,06-Aug-2022 21:23:36
75.92,06-Aug-2022 21:43:30
75.92,06-Aug-2022 22:03:25
75.92,06-Aug-2022 22:23:20
75.51,06-Aug-2022 22:43:14
75.92,06-Aug-2022 23:03:09
75.1,06-Aug-2022 23:23:05
75.1,06-Aug-2022 23:42:59
75.1,07-Aug-2022 00:02:55
74.69,07-Aug-2022 00:22:50
75.1,07-Aug-2022 00:42:44
75.1,07-Aug-2022 01:02:40
74.69,07-Aug-2022 01:42:29
74.69,07-Aug-2022 02:02:25
74.29,07-Aug-2022 02:22:20
74.69,07-Aug-2022 02:42:13
74.29,07-Aug-2022 03:02:10
74.29,07-Aug-2022 03:22:04
74.29,07-Aug-2022 03:41:59
73.88,07-Aug-2022 04:01:53
74.29,07-Aug-2022 04:21:47
73.47,07-Aug-2022 04:41:44
73.47,07-Aug-2022 05:01:38
73.88,07-Aug-2022 05:21:32
73.47,07-Aug-2022 05:41:28
73.88,07-Aug-2022 06:01:25
73.88,07-Aug-2022 06:21:20
73.47,07-Aug-2022 06:41:15
73.47,07-Aug-2022 07:01:08
73.47,07-Aug-2022 07:21:02
73.47,07-Aug-2022 07:40:58
73.06,07-Aug-2022 08:00:52
73.47,07-Aug-2022 08:20:47
73.06,07-Aug-2022 08:40:41
73.06,07-Aug-2022 09:00:35
73.06,07-Aug-2022 09:20:29
73.06,07-Aug-2022 09:40:23
73.06,07-Aug-2022 10:00:18
72.65,07-Aug-2022 10:20:14
72.65,07-Aug-2022 10:40:08
72.65,07-Aug-2022 11:00:02
72.65,07-Aug-2022 11:19:58
72.65,07-Aug-2022 11:39:55
73.06,07-Aug-2022 11:59:51
73.06,07-Aug-2022 12:19:47
73.06,07-Aug-2022 12:39:43
73.06,07-Aug-2022 12:59:37
72.24,07-Aug-2022 13:19:35
72.65,07-Aug-2022 13:39:30
72.65,07-Aug-2022 13:59:24
72.65,07-Aug-2022 14:19:21
72.65,07-Aug-2022 14:39:15
73.06,07-Aug-2022 14:59:10
72.65,07-Aug-2022 15:19:07
72.65,07-Aug-2022 15:58:56
72.65,07-Aug-2022 16:18:52
72.65,07-Aug-2022 16:38:47
72.24,07-Aug-2022 16:58:42
72.65,07-Aug-2022 17:18:35
72.65,07-Aug-2022 17:38:30
72.65,07-Aug-2022 17:58:24
72.24,07-Aug-2022 18:18:17
72.65,07-Aug-2022 18:38:13
72.65,07-Aug-2022 18:58:08
72.65,07-Aug-2022 19:18:01
72.65,07-Aug-2022 19:37:55
72.24,07-Aug-2022 19:57:51
72.24,07-Aug-2022 20:17:45
72.24,07-Aug-2022 20:37:40
72.24,07-Aug-2022 20:57:34
72.24,07-Aug-2022 21:17:29
72.24,07-Aug-2022 21:37:23
72.24,07-Aug-2022 21:57:17
72.24,07-Aug-2022 22:17:11
71.84,07-Aug-2022 22:37:07
72.24,07-Aug-2022 22:57:02
71.84,07-Aug-2022 23:16:57
72.24,07-Aug-2022 23:36:51
71.84,07-Aug-2022 23:56:45
71.84,08-Aug-2022 00:16:39
72.24,08-Aug-2022 00:36:32
71.84,08-Aug-2022 00:56:28
72.24,08-Aug-2022 01:16:23
71.84,08-Aug-2022 01:36:17
71.84,08-Aug-2022 01:56:12
71.84,08-Aug-2022 02:16:06
72.24,08-Aug-2022 02:55:59
72.24,08-Aug-2022 03:15:56
71.84,08-Aug-2022 03:35:51
71.84,08-Aug-2022 03:55:46
71.84,08-Aug-2022 04:35:34
71.84,08-Aug-2022 04:55:28
71.43,08-Aug-2022 05:15:25
71.43,08-Aug-2022 05:35:20
71.43,08-Aug-2022 05:55:14
72.24,08-Aug-2022 06:15:09
72.24,08-Aug-2022 06:35:04
73.06,08-Aug-2022 06:54:59
73.88,08-Aug-2022 07:14:55
74.69,08-Aug-2022 07:34:51
74.29,08-Aug-2022 07:54:46
74.29,08-Aug-2022 08:14:42
74.29,08-Aug-2022 08:34:37
73.88,08-Aug-2022 08:54:31
73.88,08-Aug-2022 09:14:25
73.88,08-Aug-2022 09:34:22
74.29,08-Aug-2022 09:54:16
73.88,08-Aug-2022 10:14:10
74.29,08-Aug-2022 10:34:04
74.69,08-Aug-2022 10:54:00
74.69,08-Aug-2022 11:13:56
74.29,08-Aug-2022 11:33:50
74.29,08-Aug-2022 11:53:45
74.29,08-Aug-2022 12:13:42
74.29,08-Aug-2022 12:33:39
74.29,08-Aug-2022 12:53:36
79.59,08-Aug-2022 13:13:31
80.41,08-Aug-2022 13:33:27
79.18,08-Aug-2022 13:53:21
78.37,08-Aug-2022 14:13:15
77.14,08-Aug-2022 14:33:11
76.73,08-Aug-2022 14:53:05
76.73,08-Aug-2022 15:13:01
76.33,08-Aug-2022 15:32:56
75.92,08-Aug-2022 15:52:52
75.92,08-Aug-2022 16:12:47
75.92,08-Aug-2022 16:32:44
75.51,08-Aug-2022 16:52:36
75.1,08-Aug-2022 17:32:25
75.51,08-Aug-2022 17:52:19
75.1,08-Aug-2022 18:12:13
74.69,08-Aug-2022 18:32:09
75.1,08-Aug-2022 18:52:04
74.29,08-Aug-2022 19:11:58
74.29,08-Aug-2022 19:31:54
74.29,08-Aug-2022 19:51:48
74.29,08-Aug-2022 20:11:42
73.88,08-Aug-2022 20:31:37
74.29,08-Aug-2022 20:51:32
73.88,08-Aug-2022 21:11:25
73.88,08-Aug-2022 21:31:21
73.88,08-Aug-2022 21:51:15
73.88,08-Aug-2022 22:11:10
73.88,08-Aug-2022 22:31:07
73.47,08-Aug-2022 22:51:01
73.47,08-Aug-2022 23:10:55
73.47,08-Aug-2022 23:30:49
73.06,08-Aug-2022 23:50:43
73.06,09-Aug-2022 00:10:37
73.06,09-Aug-2022 00:30:33
73.06,09-Aug-2022 00:50:28
73.06,09-Aug-2022 01:10:25
72.65,09-Aug-2022 01:30:22
72.65,09-Aug-2022 01:50:15
73.06,09-Aug-2022 02:10:11
72.65,09-Aug-2022 02:30:06
72.65,09-Aug-2022 02:50:01
72.65,09-Aug-2022 03:09:55
72.65,09-Aug-2022 03:29:49
72.65,09-Aug-2022 03:49:44
72.65,09-Aug-2022 04:09:38
72.65,09-Aug-2022 04:29:34
72.65,09-Aug-2022 04:49:29
72.65,09-Aug-2022 05:09:23
72.65,09-Aug-2022 05:29:17
72.24,09-Aug-2022 05:49:12
72.24,09-Aug-2022 06:09:08
72.24,09-Aug-2022 06:29:02
72.24,09-Aug-2022 06:48:57
72.24,09-Aug-2022 07:08:52
72.24,09-Aug-2022 07:28:46
71.84,09-Aug-2022 07:48:41
72.24,09-Aug-2022 08:08:35
72.24,09-Aug-2022 08:28:32
71.84,09-Aug-2022 08:48:26
71.84,09-Aug-2022 09:08:20
71.84,09-Aug-2022 09:28:15
71.84,09-Aug-2022 09:48:10
72.24,09-Aug-2022 10:08:04
72.24,09-Aug-2022 10:28:00
72.24,09-Aug-2022 10:47:54
71.84,09-Aug-2022 11:07:48
72.24,09-Aug-2022 11:27:43
71.84,09-Aug-2022 11:47:40
71.84,09-Aug-2022 12:07:35
71.84,09-Aug-2022 12:27:32
71.84,09-Aug-2022 12:47:28
71.84,09-Aug-2022 13:07:23
71.84,09-Aug-2022 13:27:19
71.84,09-Aug-2022 13:47:15
71.84,09-Aug-2022 14:07:11
71.84,09-Aug-2022 14:27:08
71.84,09-Aug-2022 14:47:02
71.84,09-Aug-2022 15:07:01
71.43,09-Aug-2022 15:26:56
71.84,09-Aug-2022 15:46:49
71.43,09-Aug-2022 16:06:44
71.43,09-Aug-2022 16:26:40
71.84,09-Aug-2022 16:46:34
71.84,09-Aug-2022 17:06:28
71.43,09-Aug-2022 17:26:23
71.84,09-Aug-2022 17:46:18
71.43,09-Aug-2022 18:06:14
71.43,09-Aug-2022 18:26:08
71.84,09-Aug-2022 18:46:05
71.43,09-Aug-2022 19:06:01
71.43,09-Aug-2022 19:25:56
71.84,09-Aug-2022 19:45:52
71.43,09-Aug-2022 20:05:49
71.43,09-Aug-2022 20:25:45
71.43,09-Aug-2022 20:45:38
71.43,09-Aug-2022 21:05:34
71.43,09-Aug-2022 21:25:30
71.43,09-Aug-2022 21:45:24
71.43,09-Aug-2022 22:05:19
71.43,09-Aug-2022 22:25:13
71.43,09-Aug-2022 22:45:08
71.43,09-Aug-2022 23:05:01
71.02,09-Aug-2022 23:24:56
71.02,09-Aug-2022 23:44:50
71.43,10-Aug-2022 00:04:45
71.43,10-Aug-2022 00:24:39
71.43,10-Aug-2022 00:44:33
71.02,10-Aug-2022 01:04:28
71.02,10-Aug-2022 01:24:22
71.02,10-Aug-2022 01:44:18
71.43,10-Aug-2022 02:04:13
71.02,10-Aug-2022 02:24:09
71.02,10-Aug-2022 02:44:06
71.02,10-Aug-2022 03:04:02
71.02,10-Aug-2022 03:23:58
71.02,10-Aug-2022 03:43:52
71.02,10-Aug-2022 04:03:47
71.02,10-Aug-2022 04:23:41
70.61,10-Aug-2022 04:43:36
71.02,10-Aug-2022 05:03:30
75.51,10-Aug-2022 05:23:26
81.22,10-Aug-2022 05:43:20
82.04,10-Aug-2022 06:03:16
79.59,10-Aug-2022 06:23:10
77.96,10-Aug-2022 06:43:05
77.14,10-Aug-2022 07:03:01
76.33,10-Aug-2022 07:42:50
75.51,10-Aug-2022 08:02:47
75.1,10-Aug-2022 08:22:43
75.1,10-Aug-2022 08:42:38
74.69,10-Aug-2022 09:02:33
74.29,10-Aug-2022 09:22:29
74.29,10-Aug-2022 09:42:24
74.29,10-Aug-2022 10:02:18
74.29,10-Aug-2022 10:22:13
74.29,10-Aug-2022 10:42:08
73.47,10-Aug-2022 11:02:03
73.88,10-Aug-2022 11:21:57
73.88,10-Aug-2022 11:41:53
73.06,10-Aug-2022 12:01:47
73.47,10-Aug-2022 12:21:44
73.47,10-Aug-2022 12:41:41
73.06,10-Aug-2022 13:01:38
73.06,10-Aug-2022 13:21:33
73.06,10-Aug-2022 13:41:30
73.06,10-Aug-2022 14:01:27
73.06,10-Aug-2022 14:21:22
73.06,10-Aug-2022 14:41:19
73.06,10-Aug-2022 15:01:16
73.06,10-Aug-2022 15:21:10
73.06,10-Aug-2022 15:41:04
72.65,10-Aug-2022 16:00:58
72.65,10-Aug-2022 16:20:54
72.65,10-Aug-2022 16:40:50
72.24,10-Aug-2022 17:20:41
72.24,10-Aug-2022 17:40:35
72.24,10-Aug-2022 18:00:31
72.24,10-Aug-2022 18:20:26
72.24,10-Aug-2022 18:40:22
72.24,10-Aug-2022 19:00:15
72.24,10-Aug-2022 19:20:11
72.24,10-Aug-2022 19:40:05
72.24,10-Aug-2022 20:00:00
72.24,10-Aug-2022 20:19:53
71.84,10-Aug-2022 20:39:47
71.84,10-Aug-2022 20:59:42
71.84,10-Aug-2022 21:19:35
71.84,10-Aug-2022 21:39:31
71.84,10-Aug-2022 21:59:24
71.84,10-Aug-2022 22:19:17
71.84,10-Aug-2022 22:39:12
71.43,10-Aug-2022 22:59:08
71.43,10-Aug-2022 23:19:02
71.84,10-Aug-2022 23:38:58
71.43,10-Aug-2022 23:58:56
71.43,11-Aug-2022 00:18:50
71.43,11-Aug-2022 00:38:44
71.43,11-Aug-2022 00:58:37
71.43,11-Aug-2022 01:18:32
71.43,11-Aug-2022 01:38:28
71.43,11-Aug-2022 01:58:23
71.02,11-Aug-2022 02:18:18
71.02,11-Aug-2022 02:38:15
71.43,11-Aug-2022 02:58:09
71.02,11-Aug-2022 03:18:04
71.02,11-Aug-2022 03:37:58
71.02,11-Aug-2022 03:57:51
71.02,11-Aug-2022 04:17:46
71.02,11-Aug-2022 04:37:44
71.02,11-Aug-2022 04:57:38
71.02,11-Aug-2022 05:17:33
71.02,11-Aug-2022 05:37:27
71.02,11-Aug-2022 05:57:23
71.02,11-Aug-2022 06:17:19
70.61,11-Aug-2022 06:37:14
71.02,11-Aug-2022 06:57:09
80,11-Aug-2022 07:17:05
82.04,11-Aug-2022 07:37:00
80,11-Aug-2022 07:56:56
77.96,11-Aug-2022 08:16:51
77.14,11-Aug-2022 08:36:45
76.33,11-Aug-2022 08:56:40
75.92,11-Aug-2022 09:16:36
75.1,11-Aug-2022 09:36:30
74.69,11-Aug-2022 09:56:26
74.29,11-Aug-2022 10:16:20
73.88,11-Aug-2022 11:16:04
74.29,11-Aug-2022 11:36:01
73.47,11-Aug-2022 11:55:57
73.06,11-Aug-2022 12:15:55
73.47,11-Aug-2022 12:35:51
73.47,11-Aug-2022 12:55:47
73.06,11-Aug-2022 13:15:46
73.06,11-Aug-2022 13:35:42
73.06,11-Aug-2022 13:55:38
73.06,11-Aug-2022 14:15:34
73.06,11-Aug-2022 14:35:31
72.65,11-Aug-2022 14:55:26
73.06,11-Aug-2022 15:15:22
72.65,11-Aug-2022 15:35:18
73.06,11-Aug-2022 15:55:13
72.65,11-Aug-2022 16:15:07
72.65,11-Aug-2022 16:35:03
72.65,11-Aug-2022 16:54:58
72.65,11-Aug-2022 17:14:53
72.24,11-Aug-2022 17:34:47
72.65,11-Aug-2022 17:54:42
72.65,11-Aug-2022 18:14:38
72.24,11-Aug-2022 18:34:35
72.24,11-Aug-2022 18:54:31
72.24,11-Aug-2022 19:14:27
72.24,11-Aug-2022 19:34:21
72.24,11-Aug-2022 19:54:14
71.84,11-Aug-2022 20:14:08
71.84,11-Aug-2022 20:34:02
71.84,11-Aug-2022 20:53:57
71.84,11-Aug-2022 21:13:50
71.84,11-Aug-2022 21:33:43
71.43,11-Aug-2022 21:53:37
71.43,11-Aug-2022 22:13:30
71.43,11-Aug-2022 22:33:25
71.84,11-Aug-2022 22:53:18
71.02,11-Aug-2022 23:13:12
71.43,11-Aug-2022 23:33:06
71.02,11-Aug-2022 23:53:00
71.02,12-Aug-2022 00:12:55
71.43,12-Aug-2022 00:32:50
71.43,12-Aug-2022 00:52:44
71.02,12-Aug-2022 01:12:39
71.02,12-Aug-2022 01:32:34
71.02,12-Aug-2022 01:52:29
71.02,12-Aug-2022 02:12:26
71.02,12-Aug-2022 02:32:20
71.02,12-Aug-2022 02:52:16
70.61,12-Aug-2022 03:12:12
71.43,12-Aug-2022 03:32:06
80.82,12-Aug-2022 03:52:01
82.45,12-Aug-2022 04:11:58
80.41,12-Aug-2022 04:31:53
78.37,12-Aug-2022 04:51:49
76.73,12-Aug-2022 05:11:42
76.73,12-Aug-2022 05:31:36
75.92,12-Aug-2022 05:51:30
75.51,12-Aug-2022 06:11:25
75.1,12-Aug-2022 06:31:20
75.1,12-Aug-2022 06:51:15
74.29,12-Aug-2022 07:11:10
74.29,12-Aug-2022 07:31:05
73.88,12-Aug-2022 07:50:59
73.47,12-Aug-2022 08:10:53
73.47,12-Aug-2022 08:30:49
73.47,12-Aug-2022 08:50:43
73.06,12-Aug-2022 09:10:39
72.65,12-Aug-2022 09:30:33
72.65,12-Aug-2022 09:50:28
72.65,12-Aug-2022 10:10:24
73.06,12-Aug-2022 10:30:17
72.24,12-Aug-2022 10:50:12
72.24,12-Aug-2022 11:10:08
72.24,12-Aug-2022 11:30:06
72.65,12-Aug-2022 11:50:05
72.24,12-Aug-2022 12:29:58
72.24,12-Aug-2022 12:49:54
72.24,12-Aug-2022 13:09:49
72.24,12-Aug-2022 13:29:44
72.24,12-Aug-2022 13:49:40
72.24,12-Aug-2022 14:09:36
71.84,12-Aug-2022 14:29:31
71.84,12-Aug-2022 14:49:27
71.84,12-Aug-2022 15:09:22
71.43,12-Aug-2022 15:49:13
71.84,12-Aug-2022 16:09:09
71.84,12-Aug-2022 16:29:05
71.84,12-Aug-2022 16:49:02
71.84,12-Aug-2022 17:08:57
71.43,12-Aug-2022 17:28:51
71.84,12-Aug-2022 17:48:44
71.43,12-Aug-2022 18:08:40
71.43,12-Aug-2022 18:28:36
71.43,12-Aug-2022 18:48:30
71.02,12-Aug-2022 19:08:25
71.43,12-Aug-2022 19:28:20
71.43,12-Aug-2022 19:48:16
71.02,12-Aug-2022 20:08:09
71.02,12-Aug-2022 20:28:05
71.02,12-Aug-2022 20:47:59
71.02,12-Aug-2022 21:07:54
71.02,12-Aug-2022 21:27:46
70.61,12-Aug-2022 21:47:42
71.02,12-Aug-2022 22:07:37
70.61,12-Aug-2022 22:27:31
70.61,12-Aug-2022 22:47:25
70.61,12-Aug-2022 23:07:20
70.61,12-Aug-2022 23:27:16
71.02,12-Aug-2022 23:47:10
71.02,13-Aug-2022 00:07:04
77.96,13-Aug-2022 00:27:01
80,13-Aug-2022 00:46:56
78.78,13-Aug-2022 01:06:52
76.73,13-Aug-2022 01:26:48
75.92,13-Aug-2022 01:46:41
75.51,13-Aug-2022 02:06:37
74.69,13-Aug-2022 02:26:33
74.69,13-Aug-2022 02:46:29
74.29,13-Aug-2022 03:06:23
74.29,13-Aug-2022 03:26:18
73.88,13-Aug-2022 03:46:13
73.88,13-Aug-2022 04:06:07
73.47,13-Aug-2022 04:26:02
73.06,13-Aug-2022 04:45:58
73.47,13-Aug-2022 05:05:54
73.06,13-Aug-2022 05:25:50
73.06,13-Aug-2022 06:05:38
72.65,13-Aug-2022 06:25:31
72.24,13-Aug-2022 06:45:25
72.65,13-Aug-2022 07:05:20
72.24,13-Aug-2022 07:25:14
72.24,13-Aug-2022 07:45:09
71.84,13-Aug-2022 08:05:04
72.24,13-Aug-2022 08:24:59
72.24,13-Aug-2022 08:44:53
71.84,13-Aug-2022 09:04:48
71.84,13-Aug-2022 09:24:44
71.84,13-Aug-2022 09:44:40
71.43,13-Aug-2022 10:04:35
71.84,13-Aug-2022 10:24:30
71.43,13-Aug-2022 10:44:24
71.84,13-Aug-2022 11:04:19
71.43,13-Aug-2022 11:24:14
71.43,13-Aug-2022 11:44:10
71.84,13-Aug-2022 12:04:06
71.43,13-Aug-2022 12:24:02
71.84,13-Aug-2022 12:44:00
71.43,13-Aug-2022 13:03:57
71.43,13-Aug-2022 13:23:50
71.43,13-Aug-2022 13:43:46
71.43,13-Aug-2022 14:03:44
71.43,13-Aug-2022 14:23:39
71.43,13-Aug-2022 14:43:33
71.43,13-Aug-2022 15:03:28
71.43,13-Aug-2022 15:23:26
71.43,13-Aug-2022 15:43:22
71.43,13-Aug-2022 16:03:16
71.43,13-Aug-2022 16:23:13
71.43,13-Aug-2022 16:43:07
71.43,13-Aug-2022 17:03:02
71.43,13-Aug-2022 17:22:57
71.43,13-Aug-2022 17:42:54
71.02,13-Aug-2022 18:02:50
71.02,13-Aug-2022 18:22:47
71.43,13-Aug-2022 18:42:42
71.43,13-Aug-2022 19:02:37
71.02,13-Aug-2022 19:22:32
71.02,13-Aug-2022 19:42:25
71.02,13-Aug-2022 20:02:21
71.02,13-Aug-2022 20:22:14
71.02,13-Aug-2022 20:42:08
70.61,13-Aug-2022 21:02:02
71.02,13-Aug-2022 21:21:57
73.88,13-Aug-2022 21:41:53
78.37,13-Aug-2022 22:01:47
80,13-Aug-2022 22:21:42
78.78,13-Aug-2022 22:41:37
77.55,13-Aug-2022 23:01:33
75.51,13-Aug-2022 23:41:22
75.51,14-Aug-2022 00:01:18
74.69,14-Aug-2022 00:21:15
74.29,14-Aug-2022 01:01:03
73.88,14-Aug-2022 01:20:57
73.47,14-Aug-2022 01:40:52
73.47,14-Aug-2022 02:00:46
73.47,14-Aug-2022 02:20:41
73.47,14-Aug-2022 02:40:35
73.06,14-Aug-2022 03:00:31
73.06,14-Aug-2022 03:20:27
72.65,14-Aug-2022 03:40:21
73.06,14-Aug-2022 04:00:16
72.65,14-Aug-2022 04:20:13
72.65,14-Aug-2022 04:40:07
72.65,14-Aug-2022 05:00:01
72.24,14-Aug-2022 05:19:58
72.65,14-Aug-2022 05:39:54
72.24,14-Aug-2022 05:59:49
72.65,14-Aug-2022 06:19:45
71.84,14-Aug-2022 06:39:40
71.84,14-Aug-2022 06:59:35
72.24,14-Aug-2022 07:19:30
71.84,14-Aug-2022 07:39:25
71.43,14-Aug-2022 07:59:20
71.43,14-Aug-2022 08:19:15
71.84,14-Aug-2022 08:39:09
71.84,14-Aug-2022 08:59:04
71.84,14-Aug-2022 09:18:58
71.43,14-Aug-2022 09:38:54
71.43,14-Aug-2022 09:58:49
71.43,14-Aug-2022 10:18:45
71.43,14-Aug-2022 10:38:40
71.02,14-Aug-2022 10:58:35
71.43,14-Aug-2022 11:38:25
71.02,14-Aug-2022 11:58:19
71.43,14-Aug-2022 12:18:15
71.02,14-Aug-2022 12:38:09
71.02,14-Aug-2022 12:58:04
71.43,14-Aug-2022 13:18:03
71.84,14-Aug-2022 13:37:58
71.43,14-Aug-2022 13:57:55
71.43,14-Aug-2022 14:17:51
71.43,14-Aug-2022 14:37:49
71.02,14-Aug-2022 14:57:44
71.43,14-Aug-2022 15:17:39
71.43,14-Aug-2022 15:37:33
71.43,14-Aug-2022 15:57:31
71.43,14-Aug-2022 16:17:27
71.02,14-Aug-2022 16:37:24
71.43,14-Aug-2022 16:57:20
71.02,14-Aug-2022 17:17:16
71.43,14-Aug-2022 17:37:12
71.43,14-Aug-2022 17:57:05
71.43,14-Aug-2022 18:16:59
71.02,14-Aug-2022 18:36:58
71.43,14-Aug-2022 18:56:55
71.02,14-Aug-2022 19:16:50
71.02,14-Aug-2022 19:36:44
71.02,14-Aug-2022 19:56:37
71.02,14-Aug-2022 20:16:31
71.02,14-Aug-2022 20:36:24
71.02,14-Aug-2022 20:56:19
70.61,14-Aug-2022 21:16:12
70.61,14-Aug-2022 21:36:08
73.47,14-Aug-2022 21:56:01
78.78,14-Aug-2022 22:15:55
80.41,14-Aug-2022 22:35:51
78.78,14-Aug-2022 22:55:46
77.14,14-Aug-2022 23:15:40
75.51,14-Aug-2022 23:55:30
75.1,15-Aug-2022 00:15:26
74.69,15-Aug-2022 00:35:20
74.69,15-Aug-2022 00:55:17
74.69,15-Aug-2022 01:15:12
74.29,15-Aug-2022 01:35:06
73.88,15-Aug-2022 01:55:01
73.88,15-Aug-2022 02:14:57
73.88,15-Aug-2022 02:34:52
73.88,15-Aug-2022 02:54:45
73.06,15-Aug-2022 03:14:40
73.06,15-Aug-2022 03:34:34
73.06,15-Aug-2022 03:54:29
73.06,15-Aug-2022 04:14:23
72.65,15-Aug-2022 04:34:19
72.24,15-Aug-2022 05:14:09
72.65,15-Aug-2022 05:34:04
72.65,15-Aug-2022 05:53:59
72.65,15-Aug-2022 06:33:49
72.24,15-Aug-2022 06:53:43
72.24,15-Aug-2022 07:13:37
72.24,15-Aug-2022 07:33:31
72.24,15-Aug-2022 07:53:25
72.24,15-Aug-2022 08:13:20
72.24,15-Aug-2022 08:33:15
71.84,15-Aug-2022 08:53:10
72.24,15-Aug-2022 09:13:05
71.84,15-Aug-2022 09:33:01
71.84,15-Aug-2022 09:52:56
71.43,15-Aug-2022 10:12:51
71.84,15-Aug-2022 10:32:45
71.43,15-Aug-2022 10:52:40
71.43,15-Aug-2022 11:12:35
71.84,15-Aug-2022 11:32:32
71.84,15-Aug-2022 11:52:28
72.24,15-Aug-2022 12:12:26
71.84,15-Aug-2022 12:32:23
71.84,15-Aug-2022 12:52:18
71.84,15-Aug-2022 13:12:14
71.84,15-Aug-2022 13:32:10
72.24,15-Aug-2022 13:52:07
72.24,15-Aug-2022 14:12:02
71.84,15-Aug-2022 14:31:58
72.24,15-Aug-2022 14:51:53
71.84,15-Aug-2022 15:11:48
72.24,15-Aug-2022 15:31:46
72.24,15-Aug-2022 15:51:41
71.84,15-Aug-2022 16:11:37
71.84,15-Aug-2022 16:31:33
71.84,15-Aug-2022 16:51:28
71.84,15-Aug-2022 17:11:24
71.84,15-Aug-2022 17:31:19
