moisture,time_stamp
84.49,24-Jul-2022 11:24:42
83.27,24-Jul-2022 11:44:38
80.82,24-Jul-2022 12:04:35
79.18,24-Jul-2022 12:24:32
77.96,24-Jul-2022 12:44:27
77.55,24-Jul-2022 13:04:23
77.14,24-Jul-2022 13:24:18
76.73,24-Jul-2022 13:44:12
76.33,24-Jul-2022 14:04:08
75.92,24-Jul-2022 14:24:05
75.92,24-Jul-2022 15:03:56
75.51,24-Jul-2022 15:23:52
75.51,24-Jul-2022 15:43:49
75.51,24-Jul-2022 16:03:45
75.1,24-Jul-2022 16:23:39
74.69,24-Jul-2022 16:43:35
74.69,24-Jul-2022 17:03:30
74.69,24-Jul-2022 17:23:24
74.29,24-Jul-2022 17:43:19
73.88,24-Jul-2022 18:03:15
73.88,24-Jul-2022 18:23:12
73.88,24-Jul-2022 18:43:06
73.88,24-Jul-2022 19:03:01
73.06,24-Jul-2022 21:42:13
73.06,24-Jul-2022 22:02:09
73.06,24-Jul-2022 22:22:06
72.65,24-Jul-2022 22:42:01
73.06,24-Jul-2022 23:01:57
72.65,24-Jul-2022 23:21:53
73.06,24-Jul-2022 23:41:49
72.65,25-Jul-2022 00:01:47
72.65,25-Jul-2022 00:21:43
72.24,25-Jul-2022 00:41:37
76.73,25-Jul-2022 12:18:44
76.73,25-Jul-2022 12:38:37
75.92,25-Jul-2022 12:58:34
75.92,25-Jul-2022 13:18:30
75.1,25-Jul-2022 13:38:25
75.1,25-Jul-2022 13:58:20
75.1,25-Jul-2022 14:18:15
75.1,25-Jul-2022 14:38:10
75.1,25-Jul-2022 14:58:06
74.69,25-Jul-2022 15:18:02
74.69,25-Jul-2022 15:37:58
74.69,25-Jul-2022 15:57:54
74.29,25-Jul-2022 16:17:50
74.29,25-Jul-2022 16:37:44
73.88,25-Jul-2022 16:57:40
73.88,25-Jul-2022 17:17:35
73.88,25-Jul-2022 17:37:29
73.88,25-Jul-2022 17:57:24
74.29,25-Jul-2022 18:17:20
73.47,25-Jul-2022 18:37:14
73.47,25-Jul-2022 18:57:09
73.47,25-Jul-2022 19:17:06
73.47,25-Jul-2022 19:37:01
73.47,25-Jul-2022 19:56:56
73.47,25-Jul-2022 20:16:49
73.47,25-Jul-2022 20:36:44
73.06,25-Jul-2022 20:56:39
72.65,25-Jul-2022 21:16:32
72.65,25-Jul-2022 21:36:26
73.06,25-Jul-2022 21:56:21
72.65,25-Jul-2022 22:16:15
72.65,25-Jul-2022 22:36:09
72.65,25-Jul-2022 22:56:05
72.65,25-Jul-2022 23:15:59
72.65,25-Jul-2022 23:35:54
73.06,25-Jul-2022 23:55:50
72.65,26-Jul-2022 00:15:44
72.24,26-Jul-2022 00:35:41
72.65,26-Jul-2022 00:55:35
72.65,26-Jul-2022 01:15:31
72.24,26-Jul-2022 01:35:25
72.24,26-Jul-2022 01:55:20
72.24,26-Jul-2022 02:15:14
72.24,26-Jul-2022 02:35:09
72.65,26-Jul-2022 02:55:03
72.65,26-Jul-2022 03:14:58
72.24,26-Jul-2022 03:34:52
72.24,26-Jul-2022 03:54:48
72.24,26-Jul-2022 04:14:44
72.24,26-Jul-2022 04:34:39
72.24,26-Jul-2022 04:54:33
72.24,26-Jul-2022 05:14:28
72.24,26-Jul-2022 05:34:23
71.84,26-Jul-2022 05:54:17
71.84,26-Jul-2022 06:14:11
72.24,26-Jul-2022 06:34:05
72.24,26-Jul-2022 06:54:02
71.84,26-Jul-2022 07:13:56
72.24,26-Jul-2022 07:33:51
72.24,26-Jul-2022 07:53:46
71.84,26-Jul-2022 08:13:42
71.43,26-Jul-2022 08:33:36
71.84,26-Jul-2022 08:53:32
71.43,26-Jul-2022 09:13:27
71.43,26-Jul-2022 09:33:22
71.84,26-Jul-2022 09:53:17
71.43,26-Jul-2022 10:13:12
71.84,26-Jul-2022 10:33:08
71.43,26-Jul-2022 10:53:04
71.43,26-Jul-2022 11:12:58
71.84,26-Jul-2022 11:32:54
71.84,26-Jul-2022 11:52:51
71.84,26-Jul-2022 12:12:47
72.24,26-Jul-2022 12:32:44
71.84,26-Jul-2022 12:52:40
71.84,26-Jul-2022 13:12:36
71.84,26-Jul-2022 13:32:32
71.84,26-Jul-2022 13:52:28
72.24,26-Jul-2022 14:12:24
72.24,26-Jul-2022 14:32:20
71.84,26-Jul-2022 14:52:15
71.84,26-Jul-2022 15:12:11
72.24,26-Jul-2022 15:32:06
72.24,26-Jul-2022 15:52:02
73.06,26-Jul-2022 16:11:58
77.14,26-Jul-2022 16:31:53
79.59,26-Jul-2022 16:51:48
80.82,26-Jul-2022 17:11:43
78.37,26-Jul-2022 17:51:27
77.55,26-Jul-2022 18:11:22
77.14,26-Jul-2022 18:31:19
76.33,26-Jul-2022 18:51:14
75.92,26-Jul-2022 19:11:11
75.92,26-Jul-2022 19:31:07
75.92,26-Jul-2022 19:51:01
75.51,26-Jul-2022 20:10:54
75.1,26-Jul-2022 20:30:48
75.1,26-Jul-2022 20:50:42
74.69,26-Jul-2022 21:10:36
74.69,26-Jul-2022 21:30:30
74.69,26-Jul-2022 22:10:17
74.69,26-Jul-2022 22:30:11
74.29,26-Jul-2022 22:50:05
74.29,26-Jul-2022 23:10:00
74.29,26-Jul-2022 23:29:54
73.88,26-Jul-2022 23:49:50
73.88,27-Jul-2022 00:09:48
73.47,27-Jul-2022 00:29:42
73.47,27-Jul-2022 00:49:39
73.47,27-Jul-2022 01:09:33
73.06,27-Jul-2022 01:29:27
73.47,27-Jul-2022 01:49:22
73.06,27-Jul-2022 02:09:16
73.06,27-Jul-2022 02:29:11
73.47,27-Jul-2022 02:49:05
73.06,27-Jul-2022 03:09:00
73.06,27-Jul-2022 03:28:55
72.65,27-Jul-2022 03:48:50
72.65,27-Jul-2022 04:08:45
72.65,27-Jul-2022 04:28:40
72.65,27-Jul-2022 04:48:36
72.24,27-Jul-2022 05:08:30
72.65,27-Jul-2022 05:28:24
72.65,27-Jul-2022 05:48:19
72.24,27-Jul-2022 06:08:15
72.24,27-Jul-2022 06:28:10
72.24,27-Jul-2022 06:48:05
72.24,27-Jul-2022 07:08:00
72.24,27-Jul-2022 07:27:54
72.24,27-Jul-2022 07:47:48
72.24,27-Jul-2022 08:07:42
72.24,27-Jul-2022 08:27:37
72.24,27-Jul-2022 08:47:33
72.24,27-Jul-2022 09:07:27
71.84,27-Jul-2022 09:27:21
72.24,27-Jul-2022 09:47:18
71.84,27-Jul-2022 10:07:13
71.84,27-Jul-2022 10:27:08
72.24,27-Jul-2022 10:47:02
71.84,27-Jul-2022 11:06:58
72.24,27-Jul-2022 11:26:53
72.24,27-Jul-2022 11:46:51
72.24,27-Jul-2022 12:06:47
71.84,27-Jul-2022 12:26:43
71.84,27-Jul-2022 12:46:39
72.24,27-Jul-2022 13:06:35
72.24,27-Jul-2022 13:26:31
72.24,27-Jul-2022 13:46:27
72.24,27-Jul-2022 14:06:23
72.24,27-Jul-2022 14:26:18
72.65,27-Jul-2022 14:46:13
75.92,27-Jul-2022 15:06:09
79.18,27-Jul-2022 15:26:05
80,27-Jul-2022 15:46:01
79.18,27-Jul-2022 16:05:56
77.96,27-Jul-2022 16:25:51
77.14,27-Jul-2022 16:45:48
76.73,27-Jul-2022 17:05:44
76.33,27-Jul-2022 17:25:37
76.33,27-Jul-2022 17:45:30
75.92,27-Jul-2022 18:05:26
75.51,27-Jul-2022 18:25:21
75.51,27-Jul-2022 18:45:15
75.51,27-Jul-2022 19:05:11
75.51,27-Jul-2022 19:25:06
75.51,27-Jul-2022 19:45:00
75.1,27-Jul-2022 20:04:55
75.1,27-Jul-2022 20:24:49
74.69,27-Jul-2022 20:44:44
74.69,27-Jul-2022 21:04:37
74.29,27-Jul-2022 21:24:31
74.69,27-Jul-2022 21:44:24
74.69,27-Jul-2022 22:04:18
73.88,27-Jul-2022 22:24:12
74.29,27-Jul-2022 22:44:06
74.29,27-Jul-2022 23:04:01
73.88,27-Jul-2022 23:43:52
73.88,28-Jul-2022 00:03:47
73.47,28-Jul-2022 00:23:41
73.06,28-Jul-2022 01:03:30
73.47,28-Jul-2022 01:43:19
73.47,28-Jul-2022 02:03:14
73.47,28-Jul-2022 02:23:09
73.47,28-Jul-2022 02:43:04
73.47,28-Jul-2022 03:22:55
73.06,28-Jul-2022 03:42:49
73.47,28-Jul-2022 04:02:44
73.47,28-Jul-2022 04:22:41
73.06,28-Jul-2022 04:42:35
72.65,28-Jul-2022 05:02:29
72.65,28-Jul-2022 05:22:24
72.65,28-Jul-2022 05:42:21
73.06,28-Jul-2022 06:02:16
73.06,28-Jul-2022 06:22:12
72.65,28-Jul-2022 06:42:09
72.65,28-Jul-2022 07:02:03
72.65,28-Jul-2022 07:21:59
72.65,28-Jul-2022 07:41:54
72.65,28-Jul-2022 08:01:48
72.24,28-Jul-2022 08:21:45
72.24,28-Jul-2022 08:41:40
72.24,28-Jul-2022 09:01:33
72.24,28-Jul-2022 09:21:29
72.65,28-Jul-2022 09:41:25
72.65,28-Jul-2022 10:01:21
72.65,28-Jul-2022 10:41:10
72.65,28-Jul-2022 11:01:06
72.65,28-Jul-2022 11:21:01
72.65,28-Jul-2022 11:40:58
72.65,28-Jul-2022 12:00:57
72.65,28-Jul-2022 12:20:52
72.65,28-Jul-2022 12:40:49
72.65,28-Jul-2022 13:00:46
72.24,28-Jul-2022 13:20:44
73.06,28-Jul-2022 13:40:39
72.65,28-Jul-2022 14:00:35
73.06,28-Jul-2022 14:20:30
72.65,28-Jul-2022 14:40:25
72.65,28-Jul-2022 15:00:20
73.06,28-Jul-2022 15:20:16
73.06,28-Jul-2022 15:40:13
73.06,28-Jul-2022 16:20:05
72.65,28-Jul-2022 16:40:00
71.84,28-Jul-2022 21:18:31
71.84,28-Jul-2022 21:38:25
76.73,28-Jul-2022 21:58:20
78.37,28-Jul-2022 22:18:14
77.96,28-Jul-2022 22:38:11
77.14,28-Jul-2022 22:58:07
76.73,28-Jul-2022 23:18:01
75.92,28-Jul-2022 23:37:56
75.51,28-Jul-2022 23:57:48
75.1,29-Jul-2022 00:17:44
75.51,29-Jul-2022 00:37:39
75.1,29-Jul-2022 00:57:34
75.1,29-Jul-2022 01:17:32
74.69,29-Jul-2022 01:37:25
74.29,29-Jul-2022 01:57:21
74.29,29-Jul-2022 02:17:14
73.88,29-Jul-2022 02:37:08
73.88,29-Jul-2022 03:36:48
77.96,29-Jul-2022 03:56:43
77.96,29-Jul-2022 04:16:38
77.14,29-Jul-2022 04:36:33
76.33,29-Jul-2022 04:56:27
76.33,29-Jul-2022 05:16:22
75.51,29-Jul-2022 05:36:18
75.51,29-Jul-2022 05:56:13
75.1,29-Jul-2022 06:16:07
74.69,29-Jul-2022 06:36:01
75.1,29-Jul-2022 06:55:55
74.69,29-Jul-2022 07:15:49
74.29,29-Jul-2022 07:35:46
74.29,29-Jul-2022 07:55:40
74.29,29-Jul-2022 08:15:34
73.88,29-Jul-2022 08:35:28
73.88,29-Jul-2022 08:55:22
73.88,29-Jul-2022 09:15:16
73.88,29-Jul-2022 09:35:11
73.88,29-Jul-2022 09:55:04
73.47,29-Jul-2022 10:14:57
73.88,29-Jul-2022 10:34:53
73.47,29-Jul-2022 10:54:47
73.47,29-Jul-2022 11:14:43
73.47,29-Jul-2022 11:34:38
73.47,29-Jul-2022 11:54:36
73.47,29-Jul-2022 12:14:32
73.06,29-Jul-2022 12:34:29
73.06,29-Jul-2022 12:54:25
73.47,29-Jul-2022 13:14:21
73.06,29-Jul-2022 13:34:17
73.06,29-Jul-2022 13:54:12
73.47,29-Jul-2022 14:14:06
73.06,29-Jul-2022 14:34:02
73.47,29-Jul-2022 14:53:57
73.06,29-Jul-2022 15:13:51
73.06,29-Jul-2022 15:33:46
73.47,29-Jul-2022 15:53:43
73.47,29-Jul-2022 16:13:37
73.47,29-Jul-2022 16:33:32
73.06,29-Jul-2022 16:53:27
73.06,29-Jul-2022 17:13:21
73.06,29-Jul-2022 17:33:14
73.06,29-Jul-2022 17:53:07
73.06,29-Jul-2022 18:13:03
73.06,29-Jul-2022 18:32:58
73.06,29-Jul-2022 18:52:55
73.06,29-Jul-2022 19:12:51
73.06,29-Jul-2022 19:32:45
73.06,29-Jul-2022 19:52:41
73.06,29-Jul-2022 20:12:35
73.06,29-Jul-2022 20:32:30
73.47,29-Jul-2022 20:52:23
73.06,29-Jul-2022 21:12:16
73.06,29-Jul-2022 21:32:09
73.06,29-Jul-2022 21:52:03
73.06,29-Jul-2022 22:11:56
72.65,29-Jul-2022 22:31:50
73.06,29-Jul-2022 22:51:43
72.65,29-Jul-2022 23:11:37
73.06,29-Jul-2022 23:31:31
72.65,29-Jul-2022 23:51:25
72.65,30-Jul-2022 00:11:20
73.06,30-Jul-2022 00:31:17
73.06,30-Jul-2022 00:51:11
72.65,30-Jul-2022 01:11:04
72.24,30-Jul-2022 01:30:58
72.24,30-Jul-2022 01:50:54
72.24,30-Jul-2022 02:10:49
72.24,30-Jul-2022 02:30:43
72.65,30-Jul-2022 02:50:37
72.65,30-Jul-2022 03:10:31
72.65,30-Jul-2022 03:30:25
72.65,30-Jul-2022 03:50:19
72.24,30-Jul-2022 04:10:13
72.24,30-Jul-2022 04:30:08
72.24,30-Jul-2022 04:50:02
72.24,30-Jul-2022 05:09:56
72.24,30-Jul-2022 05:29:49
72.24,30-Jul-2022 05:49:44
71.84,30-Jul-2022 06:09:39
73.88,30-Jul-2022 06:29:33
81.63,30-Jul-2022 06:49:29
81.63,30-Jul-2022 07:09:25
80,30-Jul-2022 07:29:19
78.78,30-Jul-2022 07:49:11
77.55,30-Jul-2022 08:09:06
77.14,30-Jul-2022 08:29:00
76.73,30-Jul-2022 08:48:55
76.33,30-Jul-2022 09:08:51
75.51,30-Jul-2022 09:28:47
75.51,30-Jul-2022 09:48:43
75.1,30-Jul-2022 10:08:39
75.1,30-Jul-2022 10:28:34
75.1,30-Jul-2022 10:48:31
75.1,30-Jul-2022 11:08:25
74.69,30-Jul-2022 11:28:21
74.69,30-Jul-2022 11:48:18
74.29,30-Jul-2022 12:08:16
74.29,30-Jul-2022 12:28:12
74.69,30-Jul-2022 12:48:07
74.29,30-Jul-2022 13:28:01
74.29,30-Jul-2022 13:47:56
73.88,30-Jul-2022 14:07:51
74.29,30-Jul-2022 14:27:47
74.69,30-Jul-2022 14:47:41
74.69,30-Jul-2022 15:07:36
74.29,30-Jul-2022 15:27:32
74.29,30-Jul-2022 15:47:28
74.29,30-Jul-2022 16:07:24
74.69,30-Jul-2022 16:27:19
74.29,30-Jul-2022 16:47:14
74.29,30-Jul-2022 17:07:09
73.88,30-Jul-2022 17:27:00
73.88,30-Jul-2022 17:46:55
73.88,30-Jul-2022 18:06:49
73.88,30-Jul-2022 18:26:46
73.88,30-Jul-2022 18:46:39
73.88,30-Jul-2022 19:06:35
73.88,30-Jul-2022 19:46:23
73.47,30-Jul-2022 20:06:17
73.47,30-Jul-2022 20:26:11
73.47,30-Jul-2022 20:46:04
73.47,30-Jul-2022 21:05:58
73.47,30-Jul-2022 21:25:51
73.06,30-Jul-2022 21:45:44
73.06,30-Jul-2022 22:05:40
73.06,30-Jul-2022 22:25:34
73.06,30-Jul-2022 22:45:29
72.65,30-Jul-2022 23:05:23
73.06,30-Jul-2022 23:25:17
72.65,30-Jul-2022 23:45:11
73.06,31-Jul-2022 00:05:06
72.24,31-Jul-2022 14:21:36
72.24,31-Jul-2022 14:41:31
72.24,31-Jul-2022 15:01:28
72.24,31-Jul-2022 15:21:24
72.24,31-Jul-2022 15:41:18
72.24,31-Jul-2022 16:01:13
72.24,31-Jul-2022 16:21:10
72.24,31-Jul-2022 16:41:06
72.24,31-Jul-2022 17:01:00
72.24,31-Jul-2022 17:20:53
72.24,31-Jul-2022 17:40:48
71.84,31-Jul-2022 18:00:42
72.24,31-Jul-2022 18:20:37
72.24,31-Jul-2022 18:40:32
72.24,31-Jul-2022 19:00:26
72.24,31-Jul-2022 19:20:20
72.24,31-Jul-2022 19:40:16
72.24,31-Jul-2022 20:00:12
72.24,31-Jul-2022 20:20:07
72.24,31-Jul-2022 20:40:01
71.84,31-Jul-2022 20:59:54
71.84,31-Jul-2022 21:19:47
71.84,31-Jul-2022 21:39:40
71.84,31-Jul-2022 21:59:35
71.84,31-Jul-2022 22:19:29
71.84,31-Jul-2022 22:39:23
71.84,31-Jul-2022 22:59:17
71.84,31-Jul-2022 23:19:13
71.84,31-Jul-2022 23:39:07
71.84,31-Jul-2022 23:59:01
71.43,01-Aug-2022 00:18:54
71.84,01-Aug-2022 00:38:48
79.18,01-Aug-2022 00:58:43
80.82,01-Aug-2022 01:18:37
79.18,01-Aug-2022 01:38:32
78.37,01-Aug-2022 01:58:27
77.14,01-Aug-2022 02:18:21
76.73,01-Aug-2022 02:38:16
76.33,01-Aug-2022 02:58:11
75.51,01-Aug-2022 03:18:05
75.92,01-Aug-2022 03:38:00
75.51,01-Aug-2022 03:57:55
75.51,01-Aug-2022 04:17:49
75.51,01-Aug-2022 04:37:44
74.69,01-Aug-2022 04:57:39
74.69,01-Aug-2022 05:17:34
74.69,01-Aug-2022 05:37:28
74.29,01-Aug-2022 05:57:25
74.29,01-Aug-2022 06:17:19
74.29,01-Aug-2022 06:37:14
74.29,01-Aug-2022 06:57:08
73.88,01-Aug-2022 07:17:02
73.47,01-Aug-2022 07:56:52
73.47,01-Aug-2022 08:16:46
73.47,01-Aug-2022 08:36:41
73.47,01-Aug-2022 08:56:34
73.06,01-Aug-2022 09:16:29
73.47,01-Aug-2022 09:36:25
73.47,01-Aug-2022 09:56:20
73.47,01-Aug-2022 10:16:16
73.06,01-Aug-2022 10:36:10
73.06,01-Aug-2022 10:56:05
73.06,01-Aug-2022 11:16:02
73.06,01-Aug-2022 11:35:58
72.65,01-Aug-2022 11:55:55
73.06,01-Aug-2022 12:15:52
73.47,01-Aug-2022 12:35:46
73.06,01-Aug-2022 12:55:44
73.06,01-Aug-2022 13:15:41
73.06,01-Aug-2022 13:35:37
73.06,01-Aug-2022 13:55:33
73.06,01-Aug-2022 14:15:29
73.06,01-Aug-2022 14:35:24
73.47,01-Aug-2022 14:55:22
73.06,01-Aug-2022 15:15:18
73.06,01-Aug-2022 15:35:11
73.06,01-Aug-2022 15:55:08
73.06,01-Aug-2022 16:15:04
73.47,01-Aug-2022 16:35:02
73.47,01-Aug-2022 16:54:56
73.06,01-Aug-2022 17:14:51
73.06,01-Aug-2022 17:34:44
73.06,01-Aug-2022 17:54:39
73.06,01-Aug-2022 18:14:34
73.06,01-Aug-2022 18:34:29
72.65,01-Aug-2022 18:54:24
73.06,01-Aug-2022 19:14:21
73.06,01-Aug-2022 19:34:17
73.06,01-Aug-2022 19:54:10
72.65,01-Aug-2022 20:14:03
73.06,01-Aug-2022 20:33:58
72.65,01-Aug-2022 20:53:51
73.06,01-Aug-2022 21:13:44
73.06,01-Aug-2022 21:33:38
73.06,01-Aug-2022 21:53:33
73.06,01-Aug-2022 22:13:27
72.65,01-Aug-2022 22:53:18
73.06,01-Aug-2022 23:13:12
72.65,01-Aug-2022 23:33:08
73.06,01-Aug-2022 23:53:02
73.06,02-Aug-2022 00:12:56
73.06,02-Aug-2022 00:32:51
73.06,02-Aug-2022 00:52:46
72.65,02-Aug-2022 01:12:41
72.65,02-Aug-2022 01:32:36
72.65,02-Aug-2022 01:52:30
72.65,02-Aug-2022 02:12:25
73.06,02-Aug-2022 02:32:20
72.65,02-Aug-2022 02:52:15
73.06,02-Aug-2022 03:12:10
72.65,02-Aug-2022 03:32:05
72.65,02-Aug-2022 03:52:00
72.65,02-Aug-2022 04:11:55
72.24,02-Aug-2022 04:31:50
72.24,02-Aug-2022 04:51:45
72.65,02-Aug-2022 05:11:40
73.06,02-Aug-2022 05:31:36
72.65,02-Aug-2022 05:51:30
73.06,02-Aug-2022 06:11:25
72.65,02-Aug-2022 06:31:21
72.65,02-Aug-2022 06:51:18
72.65,02-Aug-2022 07:11:13
72.65,02-Aug-2022 07:31:07
72.65,02-Aug-2022 07:51:04
72.65,02-Aug-2022 08:10:59
72.65,02-Aug-2022 08:30:54
72.65,02-Aug-2022 08:50:49
72.65,02-Aug-2022 09:10:44
72.65,02-Aug-2022 09:30:38
72.65,02-Aug-2022 09:50:34
72.65,02-Aug-2022 10:10:29
72.24,02-Aug-2022 10:30:24
72.24,02-Aug-2022 10:50:18
72.24,02-Aug-2022 11:10:12
72.24,02-Aug-2022 11:30:07
71.84,02-Aug-2022 11:50:03
72.24,02-Aug-2022 12:09:57
72.24,02-Aug-2022 12:29:52
72.24,02-Aug-2022 12:49:49
72.24,02-Aug-2022 13:09:45
72.65,02-Aug-2022 13:29:41
72.65,02-Aug-2022 13:49:36
72.65,02-Aug-2022 14:29:28
72.65,02-Aug-2022 14:49:23
72.65,02-Aug-2022 15:09:18
72.65,02-Aug-2022 15:29:16
72.65,02-Aug-2022 15:49:12
72.65,02-Aug-2022 16:09:07
72.65,02-Aug-2022 16:29:02
72.65,02-Aug-2022 16:48:58
72.65,02-Aug-2022 17:08:54
72.65,02-Aug-2022 17:28:46
72.65,02-Aug-2022 17:48:40
72.65,02-Aug-2022 18:08:35
72.65,02-Aug-2022 18:28:32
74.69,02-Aug-2022 18:48:26
79.18,02-Aug-2022 19:08:22
82.45,02-Aug-2022 19:48:10
80.41,02-Aug-2022 20:08:04
79.18,02-Aug-2022 20:27:58
78.37,02-Aug-2022 20:47:52
77.55,02-Aug-2022 21:07:45
77.55,02-Aug-2022 21:27:38
80.41,02-Aug-2022 21:47:31
80.41,02-Aug-2022 22:07:25
80,02-Aug-2022 22:27:20
78.37,02-Aug-2022 22:47:16
77.96,02-Aug-2022 23:07:11
77.96,02-Aug-2022 23:27:07
77.14,02-Aug-2022 23:47:01
76.73,03-Aug-2022 00:06:57
76.73,03-Aug-2022 00:26:54
75.92,03-Aug-2022 00:46:49
75.92,03-Aug-2022 01:06:44
75.92,03-Aug-2022 01:26:39
75.51,03-Aug-2022 01:46:35
75.1,03-Aug-2022 02:06:31
75.1,03-Aug-2022 02:26:25
75.1,03-Aug-2022 02:46:19
75.1,03-Aug-2022 03:06:16
75.1,03-Aug-2022 03:26:12
74.69,03-Aug-2022 03:46:07
74.29,03-Aug-2022 04:06:02
74.69,03-Aug-2022 04:25:57
74.29,03-Aug-2022 04:45:53
74.29,03-Aug-2022 05:05:48
74.29,03-Aug-2022 05:25:43
74.29,03-Aug-2022 05:45:39
74.29,03-Aug-2022 06:05:32
75.1,03-Aug-2022 06:25:25
80.41,03-Aug-2022 06:45:21
84.08,03-Aug-2022 07:05:17
85.71,03-Aug-2022 07:25:14
86.53,03-Aug-2022 07:45:08
86.94,03-Aug-2022 08:05:04
86.53,03-Aug-2022 08:24:58
86.94,03-Aug-2022 08:44:54
86.12,03-Aug-2022 09:04:48
84.9,03-Aug-2022 09:24:42
81.63,03-Aug-2022 09:44:36
80,03-Aug-2022 10:04:31
78.78,03-Aug-2022 10:24:25
77.96,03-Aug-2022 10:44:23
76.73,03-Aug-2022 11:04:17
76.33,03-Aug-2022 11:24:12
76.33,03-Aug-2022 11:44:08
75.92,03-Aug-2022 12:04:05
75.92,03-Aug-2022 12:24:01
75.92,03-Aug-2022 12:43:58
75.1,03-Aug-2022 13:03:54
74.69,03-Aug-2022 13:23:51
75.1,03-Aug-2022 13:43:46
74.69,03-Aug-2022 14:03:42
74.69,03-Aug-2022 14:23:38
73.88,03-Aug-2022 14:43:34
74.29,03-Aug-2022 15:03:29
73.88,03-Aug-2022 15:23:25
73.88,03-Aug-2022 15:43:20
73.88,03-Aug-2022 16:03:14
73.47,03-Aug-2022 16:23:11
73.47,03-Aug-2022 16:43:06
73.47,03-Aug-2022 17:03:01
73.06,03-Aug-2022 17:22:55
73.06,03-Aug-2022 17:42:50
73.06,03-Aug-2022 18:02:46
73.06,03-Aug-2022 18:22:42
72.65,03-Aug-2022 18:42:37
72.65,03-Aug-2022 19:02:33
73.06,03-Aug-2022 19:22:28
73.06,03-Aug-2022 19:42:21
72.65,03-Aug-2022 20:02:15
72.65,03-Aug-2022 20:22:09
72.65,03-Aug-2022 20:42:03
72.65,03-Aug-2022 21:01:56
72.65,03-Aug-2022 21:21:48
72.24,03-Aug-2022 21:41:43
72.24,03-Aug-2022 22:01:37
71.84,03-Aug-2022 22:21:31
72.24,03-Aug-2022 22:41:26
71.84,03-Aug-2022 23:01:20
71.84,03-Aug-2022 23:21:13
71.84,03-Aug-2022 23:41:09
71.84,04-Aug-2022 00:01:04
71.84,04-Aug-2022 00:20:58
71.84,04-Aug-2022 00:40:54
71.43,04-Aug-2022 01:00:48
71.84,04-Aug-2022 01:20:43
80.82,04-Aug-2022 01:40:38
80.82,04-Aug-2022 02:00:33
78.78,04-Aug-2022 02:20:28
77.96,04-Aug-2022 02:40:24
76.73,04-Aug-2022 03:00:19
76.33,04-Aug-2022 03:20:13
75.92,04-Aug-2022 03:40:10
75.1,04-Aug-2022 04:00:05
74.69,04-Aug-2022 04:19:58
74.69,04-Aug-2022 04:39:53
74.69,04-Aug-2022 04:59:47
74.29,04-Aug-2022 05:19:43
73.88,04-Aug-2022 05:39:38
73.88,04-Aug-2022 05:59:33
73.47,04-Aug-2022 06:19:28
73.88,04-Aug-2022 06:39:22
73.47,04-Aug-2022 06:59:17
73.47,04-Aug-2022 07:19:11
73.06,04-Aug-2022 07:39:07
73.06,04-Aug-2022 07:59:02
73.06,04-Aug-2022 08:18:56
73.06,04-Aug-2022 08:38:51
72.65,04-Aug-2022 08:58:47
72.24,04-Aug-2022 09:18:41
72.65,04-Aug-2022 09:38:36
72.65,04-Aug-2022 09:58:31
72.65,04-Aug-2022 10:18:26
72.65,04-Aug-2022 10:38:21
72.24,04-Aug-2022 10:58:16
75.51,04-Aug-2022 11:18:10
75.51,04-Aug-2022 11:38:05
75.51,04-Aug-2022 11:58:02
75.1,04-Aug-2022 12:17:57
74.69,04-Aug-2022 12:37:50
74.29,04-Aug-2022 12:57:46
74.29,04-Aug-2022 13:37:36
73.88,04-Aug-2022 13:57:31
73.88,04-Aug-2022 14:17:27
73.88,04-Aug-2022 14:37:24
73.88,04-Aug-2022 14:57:20
73.88,04-Aug-2022 15:17:17
73.88,04-Aug-2022 15:57:07
73.47,04-Aug-2022 16:17:03
73.88,04-Aug-2022 16:37:00
73.47,04-Aug-2022 16:56:54
73.06,04-Aug-2022 17:16:48
73.47,04-Aug-2022 17:36:42
73.47,04-Aug-2022 17:56:38
73.06,04-Aug-2022 18:16:34
73.06,04-Aug-2022 18:36:29
72.65,04-Aug-2022 18:56:25
72.65,04-Aug-2022 19:16:19
73.06,04-Aug-2022 19:36:15
73.06,04-Aug-2022 20:16:03
76.33,04-Aug-2022 20:35:57
76.73,04-Aug-2022 20:55:52
76.33,04-Aug-2022 21:15:46
75.51,04-Aug-2022 21:35:40
75.1,04-Aug-2022 21:55:33
75.1,04-Aug-2022 22:15:28
74.69,04-Aug-2022 22:35:22
74.69,04-Aug-2022 22:55:19
74.29,04-Aug-2022 23:15:13
74.29,04-Aug-2022 23:35:07
73.88,04-Aug-2022 23:55:02
73.88,05-Aug-2022 00:14:58
73.88,05-Aug-2022 00:34:53
73.88,05-Aug-2022 00:54:47
73.47,05-Aug-2022 01:14:41
73.47,05-Aug-2022 01:34:36
73.47,05-Aug-2022 01:54:30
73.47,05-Aug-2022 02:14:24
73.06,05-Aug-2022 02:34:20
73.06,05-Aug-2022 02:54:16
73.06,05-Aug-2022 03:14:11
73.06,05-Aug-2022 03:34:08
73.06,05-Aug-2022 03:54:04
73.06,05-Aug-2022 04:14:00
72.65,05-Aug-2022 04:33:54
72.65,05-Aug-2022 04:53:47
72.65,05-Aug-2022 05:13:41
72.24,05-Aug-2022 05:33:36
72.24,05-Aug-2022 05:53:30
