TIME,T,RH,P,WS,WD,WDSD1,Srad,pressmb
28-Mar-2017 11:30:00,28.6,60.95,0,1.68,131.8,44.03,735.3,898
28-Mar-2017 12:00:00,28.47,57.41,0,1.351,155.2,62.66,503.8,897
28-Mar-2017 12:30:00,29.23,56.84,0,1.507,154.5,51.47,586,897
28-Mar-2017 13:00:00,29.29,54.62,0,1.48,145.9,50.96,686.1,896
28-Mar-2017 13:30:00,30.17,51.96,0,1.415,147.2,60.4,659.7,896
28-Mar-2017 14:00:00,30.08,54.27,0,1.255,158.8,54.98,393.6,895
28-Mar-2017 14:30:00,29.79,54,0,1.222,130.3,39.46,517.7,895
28-Mar-2017 15:00:00,30.55,54.51,0,1.4,137.2,52.46,435.5,894
28-Mar-2017 15:30:00,29.3,54.98,0,1.468,124.8,28.72,282.2,894
28-Mar-2017 16:00:00,28.6,55.46,0,2.323,98.2,38.67,233.2,894
28-Mar-2017 16:30:00,27.31,57.5,0,1.13,63.24,33.28,139.5,894
28-Mar-2017 17:00:00,28.1,54.03,0,2.385,125.9,25.61,266.1,893
28-Mar-2017 17:30:00,28.42,61.31,0,3.081,112.1,24.24,268.1,893
28-Mar-2017 18:00:00,27.01,68.61,0,3.308,119.3,27.84,120.5,894
28-Mar-2017 18:30:00,25.32,70.94,0,2.684,108.5,21.37,17.8,894
28-Mar-2017 19:00:00,24.5,76.16,0,2.655,123.9,19.89,1.654,894
28-Mar-2017 19:30:00,23.77,77.15,0,2.04,131,25.74,0.084,894
28-Mar-2017 20:00:00,23.28,83.7,0,1.842,119.5,31.12,0.061,895
28-Mar-2017 20:30:00,22.66,86.2,0,1.202,122.1,36.33,0.073,895
28-Mar-2017 21:00:00,22.15,87.6,0,1.059,128.6,31.2,0.078,896
28-Mar-2017 21:30:00,21.69,88.3,0,0.98,116.2,30.24,0.089,896
28-Mar-2017 22:00:00,21.61,89.4,0,1.047,107.9,41.01,0.095,897
28-Mar-2017 22:30:00,21.3,90.4,0,0.411,109.3,44.54,0.095,897
28-Mar-2017 23:00:00,21.06,92,0,0.636,99.2,27.01,0.089,897
28-Mar-2017 23:30:00,20.73,92.9,0,0.496,100.9,39.96,0.073,897
29-Mar-2017 00:00:00,20.49,94.3,0,0.329,119.9,47.46,0.101,897
29-Mar-2017 00:30:00,20.38,94.5,0,0.269,107.3,28.18,0.089,897
29-Mar-2017 01:00:00,19.94,94.9,0,0.069,121,29.3,0.112,896
29-Mar-2017 01:30:00,19.42,96,0,0.148,104.3,10.51,0.073,896
29-Mar-2017 02:00:00,19.47,96.2,0,0.17,87.2,21.48,0.117,895
29-Mar-2017 02:30:00,19.07,96.1,0,0,0,0,0.067,895
29-Mar-2017 03:00:00,18.74,96.2,0,0.031,46.69,1.871,0.101,895
29-Mar-2017 03:30:00,18.01,97,0,0.033,21.07,0.007,0.079,895
29-Mar-2017 04:00:00,17.91,97.1,0,0.011,351.2,0.003,0.123,895
29-Mar-2017 04:30:00,17.53,97.2,0,0.048,7.769,0.287,0.067,895
29-Mar-2017 05:00:00,17.5,97.4,0,0.09,12.84,2.905,0.089,895
29-Mar-2017 05:30:00,17.19,97.5,0,0,0,0,0.101,895
29-Mar-2017 06:00:00,17,97.9,0,0,0,0,0.117,896
29-Mar-2017 06:30:00,16.96,97.9,0,0.019,353.6,0.003,1.549,896
29-Mar-2017 07:00:00,17.02,98.6,0,0.083,10.4,3.52,46.65,896
29-Mar-2017 07:30:00,19.65,95.2,0.2,0.524,17.52,3.368,191.6,896
29-Mar-2017 08:00:00,21.52,89.5,0,0.703,36.15,15.55,300.7,896
29-Mar-2017 08:30:00,22.14,85.1,0,1.288,38.26,20.4,406,896
29-Mar-2017 09:00:00,23.68,73.12,0,1.115,37.43,31.7,512.8,897
29-Mar-2017 09:30:00,24.59,73.95,0,1.235,27.39,26.13,427.3,897
29-Mar-2017 10:00:00,25.77,68.42,0,0.899,46.7,52.41,644.6,897
29-Mar-2017 10:30:00,26.56,62.36,0,0.825,56.88,27.62,517.4,897
29-Mar-2017 11:00:00,26.38,65.2,0,0.818,90.4,56.5,281.8,897
29-Mar-2017 11:30:00,26.72,63.12,0,0.788,162.7,76.59,337.1,897
29-Mar-2017 12:00:00,27.6,58.36,0,1.416,92.1,34.54,658.8,896
29-Mar-2017 12:30:00,27.81,62.34,0,1.837,38.51,30.17,404.8,896
29-Mar-2017 13:00:00,26.99,58.76,0,1.173,2.613,30.58,458.3,895
29-Mar-2017 13:30:00,28.36,51.64,0,1.079,49.71,52.21,323.9,895
29-Mar-2017 14:00:00,28.81,54.95,0,0.801,262.7,62.1,395.8,894
29-Mar-2017 14:30:00,28.77,57.42,0,0.757,235.2,55.42,356.7,894
29-Mar-2017 15:00:00,28.83,44.66,0,0.65,325.7,61.63,455,893
29-Mar-2017 15:30:00,32.4,42.08,0,0.682,48.17,51.81,692.6,893
29-Mar-2017 16:00:00,27.55,76.59,1.2,1.186,159.8,77.86,213.3,893
29-Mar-2017 16:30:00,24.1,81.7,0,0.201,334.4,34.26,129,893
29-Mar-2017 17:00:00,23.76,80.8,0.4,1.226,112.9,36.23,192,893
29-Mar-2017 17:30:00,23.95,83.7,0,1.625,118.4,36.17,234.5,893
29-Mar-2017 18:00:00,22.92,88,0,1.707,112.1,24.36,46.48,893
29-Mar-2017 18:30:00,21.93,89.7,0,2.175,104.6,19.09,24.02,893
29-Mar-2017 19:00:00,21.55,89.9,0,2.473,106.7,21.74,1.229,894
29-Mar-2017 19:30:00,21.41,91.5,0,2.238,117.2,20.4,0.089,894
29-Mar-2017 20:00:00,21.29,91.1,0,1.879,110.7,28.8,0.095,895
29-Mar-2017 20:30:00,21.17,91.3,0,0.935,119.6,40.32,0.061,895
29-Mar-2017 21:00:00,21.16,92.3,0,1.355,129,30.26,0.078,895
29-Mar-2017 21:30:00,21.24,92.8,0,1.576,132.4,26.79,0.099,895
29-Mar-2017 22:00:00,21.34,93.2,0,1.433,127.4,37.33,0.106,896
29-Mar-2017 22:30:00,21.29,93.4,0,1.182,116,35.21,0.078,896
29-Mar-2017 23:00:00,21.13,94.1,0,1.24,113.3,29.2,0.095,896
29-Mar-2017 23:30:00,20.95,94.9,0,1.146,113.4,22.68,0.084,896
30-Mar-2017 00:00:00,20.82,95.5,0,1.106,110.8,19.53,0.078,896
30-Mar-2017 00:30:00,20.77,95.6,0,0.692,104.8,16.58,0.089,896
30-Mar-2017 01:00:00,20.71,95.7,0,0.084,77.64,1.923,0.112,896
30-Mar-2017 01:30:00,20.63,95.6,0,0.063,68.76,3.993,0.073,896
30-Mar-2017 02:00:00,20.55,95.7,0,0.303,77.61,13.32,0.078,895
30-Mar-2017 02:30:00,20.42,96,0,0.373,89.2,29.91,0.078,895
30-Mar-2017 03:00:00,20.05,96.8,0,0.461,91.8,19.88,0.067,895
30-Mar-2017 03:30:00,20.09,97.3,0,0.292,67.55,14.83,0.049,895
30-Mar-2017 04:00:00,19.99,96.7,0,0.49,87,16.31,0.073,894
30-Mar-2017 04:30:00,19.35,96.8,0,0.008,6.701,0.003,0.084,894
30-Mar-2017 05:00:00,19.14,97.8,0,0.154,18.72,7.647,0.106,895
30-Mar-2017 05:30:00,19.64,97.8,0,0.142,36.5,12.64,0.073,895
30-Mar-2017 06:00:00,19.8,97.7,0,0.193,73.45,11.78,0.117,895
30-Mar-2017 06:30:00,19.65,97.9,0,0.498,20.36,11.09,1.992,895
30-Mar-2017 07:00:00,19.44,98,0,0.067,18.99,2.334,20.13,896
30-Mar-2017 07:30:00,19.77,98.1,0,0.477,46.31,14.45,52.6,896
30-Mar-2017 08:00:00,20.16,96.6,0,0.785,33.97,16.52,89.5,896
30-Mar-2017 08:30:00,20.55,94.2,0,0.856,36.96,23.25,107.7,896
30-Mar-2017 09:00:00,21.76,83.9,0,1.36,59.41,24.48,281.6,897
30-Mar-2017 09:30:00,23.34,82.7,0,1.509,27.83,19.49,268.7,897
30-Mar-2017 10:00:00,24.03,67.79,0,1.722,38.39,24.95,543.3,898
30-Mar-2017 10:30:00,26.19,60.82,0,1.671,39.06,27.06,656.7,898
30-Mar-2017 11:00:00,26.85,64.31,0,2.356,27.86,22.69,575.4,897
30-Mar-2017 11:30:00,27.45,58.92,0,2.138,26.4,29.68,758.9,897
30-Mar-2017 12:00:00,28.48,53.11,0,2.401,27.21,36.33,895,896
30-Mar-2017 12:30:00,30.06,49.4,0,2.265,41.69,29.7,942,896
30-Mar-2017 13:00:00,30.06,49.27,0,2.794,31.06,22.11,1023,895
30-Mar-2017 13:30:00,30.83,45.36,0,2.35,46.79,36.26,985,895
30-Mar-2017 14:00:00,30.94,45.78,0,2.644,42.38,30.57,946,894
30-Mar-2017 14:30:00,30.8,43.16,0,2.889,24.97,21.59,848,894
30-Mar-2017 15:00:00,31.36,43.43,0,2.568,36.72,29.82,808,893
30-Mar-2017 15:30:00,31.52,42.7,0,2.479,33.57,27.99,679.8,893
30-Mar-2017 16:00:00,31.29,41.89,0,2.601,32.92,40.48,628.9,893
30-Mar-2017 16:30:00,31.1,43.82,0,2.416,56.93,31.13,482.6,893
30-Mar-2017 17:00:00,30.43,45.66,0,2.26,43.61,28.33,362.9,893
30-Mar-2017 17:30:00,29.78,46.23,0,2.029,38.79,27.11,244.5,893
30-Mar-2017 18:00:00,29.05,49.08,0,2.035,41.62,26.91,85,894
30-Mar-2017 18:30:00,26.92,59.74,0,2.386,58.47,29.5,29.02,894
30-Mar-2017 19:00:00,24.06,77.42,0,1.553,49.67,26.95,1.33,895
30-Mar-2017 19:30:00,22.63,82,0,2.03,53.62,26.83,0.073,895
30-Mar-2017 20:00:00,22,84.6,0,1.407,81.4,17.08,0.073,896
30-Mar-2017 20:30:00,22.16,85.7,0,1.911,108.8,24.2,0.089,896
30-Mar-2017 21:00:00,21.9,89.6,0,1.913,104.9,18.92,0.101,897
30-Mar-2017 21:30:00,21.57,90.8,0,1.701,120.5,13.61,0.069,897
30-Mar-2017 22:00:00,21.25,92,0,2.244,116.7,17.08,0.084,897
30-Mar-2017 22:30:00,21.4,93.2,0,1.6,117.5,30.6,0.084,897
30-Mar-2017 23:00:00,21.3,93.2,0,0.897,124.8,49.84,0.089,898
30-Mar-2017 23:30:00,21.14,94.2,0,1.286,128.3,35.72,0.101,898
31-Mar-2017 00:00:00,20.96,94.6,0,1.063,116.1,33.07,0.095,897
31-Mar-2017 00:30:00,20.84,94.7,0,0.292,119.9,45.62,0.079,897
31-Mar-2017 01:00:00,20.84,94.6,0,0.479,149.6,67.9,0.061,897
31-Mar-2017 01:30:00,20.7,94.4,0,0.466,124.7,43.15,0.106,897
31-Mar-2017 02:00:00,20.48,94.6,0,0.794,109.7,30.76,0.084,897
31-Mar-2017 02:30:00,20.23,94.7,0,0.703,89,31.09,0.061,897
31-Mar-2017 03:00:00,20.15,94.8,0,0.227,102.1,19.7,0.117,896
31-Mar-2017 03:30:00,20.11,95.4,0,0.755,98.1,30.19,0.089,896
31-Mar-2017 04:00:00,19.94,95.5,0,0.742,105.6,15.56,0.095,896
31-Mar-2017 04:30:00,19.82,95.7,0,0.097,200.6,11.42,0.089,896
31-Mar-2017 05:00:00,19.86,95.6,0,0.018,203.4,5.384,0.134,897
31-Mar-2017 05:30:00,19.74,95.9,0,0,0,0,0.117,897
31-Mar-2017 06:00:00,19.71,96.4,0,0.008,251.4,0.004,0.112,897
31-Mar-2017 06:30:00,19.99,96.4,0,0.074,317.4,20.48,0.789,897
31-Mar-2017 07:00:00,20.05,96.4,0,0.208,191.1,45.63,11.18,898
31-Mar-2017 07:30:00,20.37,95.2,0,0.11,85.5,4.851,77.26,898
31-Mar-2017 08:00:00,20.88,93.1,0,0.221,82.2,11.54,117.5,898
31-Mar-2017 08:30:00,22.41,87.2,0,0.869,102.3,25.98,354.8,898
31-Mar-2017 09:00:00,23.52,81.3,0,0.737,113,45.17,360.8,899
31-Mar-2017 09:30:00,25.05,75.7,0,0.981,94,48.79,600,899
31-Mar-2017 10:00:00,25.98,69.27,0,1.159,97.5,45.59,729.7,899
31-Mar-2017 10:30:00,26.77,63.81,0,0.999,76.68,64.65,548.4,899
31-Mar-2017 11:00:00,26.85,65.36,0,0.94,29.71,53.47,461.2,898
31-Mar-2017 11:30:00,28.12,51.01,0,1.258,34.86,33.36,703.6,898
31-Mar-2017 12:00:00,29.28,46.64,0,1.69,27.8,35.72,765.5,898
31-Mar-2017 12:30:00,30.11,45.2,0,1.82,36.75,36.01,784.2,898
31-Mar-2017 13:00:00,29.62,59.05,0,2.076,85.6,37.86,776.2,897
31-Mar-2017 13:30:00,29.45,57.63,0,2.129,97.8,43.44,850,897
31-Mar-2017 14:00:00,30.94,42.51,0,2.189,65.62,31.6,928,896
31-Mar-2017 14:30:00,31.67,39.06,0,2.13,46.05,28.5,796.7,896
31-Mar-2017 15:00:00,31.59,53.62,0,2.207,57.65,30.11,602.6,895
31-Mar-2017 15:30:00,29.72,53.8,0,1.872,134.5,28.69,487.4,895
31-Mar-2017 16:00:00,30.07,53.54,0,1.78,134.3,46.16,533.2,895
31-Mar-2017 16:30:00,30.36,50.87,0,1.477,138.5,44.54,434.8,895
31-Mar-2017 17:00:00,29.09,60.77,0,1.887,149.1,67.57,198.9,895
31-Mar-2017 17:30:00,26.42,63.86,0,2.024,109.6,29.39,138.4,895
31-Mar-2017 18:00:00,25.54,66.4,0,2.41,101.3,23.34,71.81,895
31-Mar-2017 18:30:00,25.2,66.88,0,1.964,110.1,23.31,20.63,895
31-Mar-2017 19:00:00,23.99,78.08,0,2.001,115.4,30.44,2.643,895
31-Mar-2017 19:30:00,22.6,78.98,0,1.384,117.9,32.06,0.089,895
31-Mar-2017 20:00:00,22.13,80.3,0,1.346,126,32.47,0.056,896
31-Mar-2017 20:30:00,21.83,81,0,0.925,114.6,35.23,0.095,896
31-Mar-2017 21:00:00,21.43,81.6,0,0.789,128.5,30.18,0.073,897
31-Mar-2017 21:30:00,20.94,83.4,0,1.243,110,38.41,0.039,897
31-Mar-2017 22:00:00,20.69,84.9,0,0.777,100,27.13,0.089,897
31-Mar-2017 22:30:00,20.46,88.2,0,0.6,120.8,46.71,0.084,897
31-Mar-2017 23:00:00,20.14,89.4,0,0.535,121.1,57.31,0.084,898
31-Mar-2017 23:30:00,19.98,91.1,0,0.237,111.4,45.92,0.106,898
01-Apr-2017 00:00:00,20.01,92.7,0,0.041,94.6,9.5,0.067,898
01-Apr-2017 00:30:00,20.27,92.6,0,0.021,52.44,0,0.069,898
01-Apr-2017 01:00:00,19.99,93.3,0,0.01,290.9,0,0.084,897
01-Apr-2017 01:30:00,19.96,93.5,0,0.057,67.09,6.144,0.084,897
01-Apr-2017 02:00:00,19.43,94.4,0,0.111,73.54,3.208,0.095,897
01-Apr-2017 02:30:00,18.93,94.9,0,0.01,45.15,0,0.073,897
01-Apr-2017 03:00:00,19.2,95.1,0,0.464,117,22.95,0.106,896
01-Apr-2017 03:30:00,19.68,94.6,0,0.522,94.2,8.76,0.108,896
01-Apr-2017 04:00:00,19.58,94.6,0,0.709,74.23,27.94,0.101,896
01-Apr-2017 04:30:00,19.01,95.8,0,0.368,57.87,9.42,0.112,896
01-Apr-2017 05:00:00,18.69,96.2,0,0.74,33.07,14.58,0.067,897
01-Apr-2017 05:30:00,19.04,96.5,0,0.809,39.58,16.12,0.084,897
01-Apr-2017 06:00:00,19.32,95.8,0,0.589,50.86,18.97,0.089,897
01-Apr-2017 06:30:00,18.82,96.3,0,0.082,8.73,3.603,1.578,897
01-Apr-2017 07:00:00,18.82,96.1,0,0.079,354.9,6.3,37.97,898
01-Apr-2017 07:30:00,20.58,91.7,0,0.227,347.1,14.83,144.3,898
01-Apr-2017 08:00:00,22.54,84.4,0,0.157,320.4,30.54,256.8,898
01-Apr-2017 08:30:00,23.79,77.45,0,0.411,75.71,41.04,377.6,898
01-Apr-2017 09:00:00,24.62,68.61,0,0.61,84.1,59.9,505.2,899
01-Apr-2017 09:30:00,25.58,66.45,0,0.814,83.2,33.65,574.3,899
01-Apr-2017 10:00:00,25.96,65.57,0,1.214,109.6,40.28,580.2,899
01-Apr-2017 10:30:00,26.88,60.37,0,0.924,64.42,84.7,670.4,899
01-Apr-2017 11:00:00,27.92,55.03,0,1.146,77.53,52.18,567.5,898
01-Apr-2017 11:30:00,28.56,55.89,0,1.155,106.2,69.1,565.7,898
01-Apr-2017 12:00:00,29.11,41.12,0,0.747,84.8,68.81,778.6,897
01-Apr-2017 12:30:00,31.28,39.75,0,2.069,31.5,35.02,1053,897
01-Apr-2017 13:00:00,32.24,37.76,0,2.186,33.87,35.21,1048,896
01-Apr-2017 13:30:00,32.56,37,0,2.084,39.33,32.12,892,896
01-Apr-2017 14:00:00,32.16,35.24,0,2.278,40.66,33.95,943,896
01-Apr-2017 14:30:00,33.25,34.32,0,2.561,25.23,23.43,1036,896
01-Apr-2017 15:00:00,33.14,31.68,0,2.438,44.11,28.89,822,895
01-Apr-2017 15:30:00,32.59,33.48,0,2.113,49.46,34.95,537.2,895
01-Apr-2017 16:00:00,32.97,34.22,0,2.187,28.13,31.8,704.4,894
01-Apr-2017 16:30:00,32.02,34.82,0,2.167,26.82,27.46,420.3,894
01-Apr-2017 17:00:00,32.18,37.5,0,2.055,55.84,40.13,431.6,894
01-Apr-2017 17:30:00,30.03,42.12,0,2.663,83.1,20.72,144.1,894
01-Apr-2017 18:00:00,29.28,44.79,0,2.615,78.86,17.72,66.46,895
01-Apr-2017 18:30:00,28.02,47.51,0,2.235,59.87,26.17,15.33,895
01-Apr-2017 19:00:00,27.35,49.8,0,2.024,77.88,15.63,1.509,895
01-Apr-2017 19:30:00,26.04,74.5,0,2.189,103.1,23.41,0.084,895
01-Apr-2017 20:00:00,23.98,78.36,0,2.429,113,18.43,0.106,895
01-Apr-2017 20:30:00,23.24,82.9,0,2.352,125.2,24.38,0.078,895
01-Apr-2017 21:00:00,22.83,86.2,0,1.992,123.2,30.17,0.106,896
01-Apr-2017 21:30:00,22.51,88.2,0,1.216,127.9,39.04,0.089,896
01-Apr-2017 22:00:00,22.33,89.8,0,1.324,122,30.31,0.101,897
01-Apr-2017 22:30:00,22.2,90.7,0,1.29,116.6,39.23,0.073,897
01-Apr-2017 23:00:00,21.98,91.6,0,0.803,129.1,49.63,0.095,897
01-Apr-2017 23:30:00,21.91,92.7,0,0.942,135.6,41.97,0.095,897
02-Apr-2017 00:00:00,21.72,94,0,0.888,126.3,42.34,0.067,897
02-Apr-2017 00:30:00,21.47,93.9,0,1.063,101.5,34.86,0.069,897
02-Apr-2017 01:00:00,21.37,94.1,0,0.94,119.4,31.71,0.095,897
02-Apr-2017 01:30:00,21.12,93.9,0,1.003,114.7,21.34,0.089,897
02-Apr-2017 02:00:00,20.95,93.8,0,0.614,115.1,51.31,0.101,897
02-Apr-2017 02:30:00,20.62,93.9,0,0.993,117.4,36.23,0.084,897
02-Apr-2017 03:00:00,20.39,94,0,0.727,118.4,21.9,0.067,896
02-Apr-2017 03:30:00,20.05,94.3,0,0.671,111.7,36.11,0.069,896
02-Apr-2017 04:00:00,19.78,95.1,0,0.233,98.7,18.6,0.084,896
02-Apr-2017 04:30:00,19.27,95,0,0.106,79.91,8.44,0.084,896
02-Apr-2017 05:00:00,18.55,95.9,0,0.02,359.2,0.212,0.095,896
02-Apr-2017 05:30:00,17.96,96,0,0.012,358.4,0.003,0.073,896
02-Apr-2017 06:00:00,17.69,96.4,0,0.059,340.3,2.863,0.123,897
02-Apr-2017 06:30:00,17.2,96.1,0,0,0,0,1.785,897
02-Apr-2017 07:00:00,17.31,97.3,0,0.022,0.387,0.004,36.35,897
02-Apr-2017 07:30:00,20.2,92.5,0,0.06,37.43,5.504,152.7,897
02-Apr-2017 08:00:00,22.03,87.7,0,0.549,70.76,26.04,262.3,898
02-Apr-2017 08:30:00,23.64,82.6,0,0.321,138.3,52.08,357.4,898
02-Apr-2017 09:00:00,24.24,73.91,0,0.618,135.8,55.24,394.1,898
02-Apr-2017 09:30:00,25.67,71.46,0,0.578,111.6,90.9,650.2,898
02-Apr-2017 10:00:00,26.57,60.48,0,0.491,23.87,51.4,713.6,898
02-Apr-2017 10:30:00,27.83,58.45,0,1.053,85.8,45.47,790.3,898
02-Apr-2017 11:00:00,28.67,54.55,0,1.179,132.4,47.36,742.7,897
02-Apr-2017 11:30:00,29.59,50.5,0,1.372,120.5,57.17,916,897
02-Apr-2017 12:00:00,30.23,48.67,0,1.449,103.9,56.25,717.8,897
02-Apr-2017 12:30:00,30.61,49.57,0,1.788,129,30.87,453.5,897
02-Apr-2017 13:00:00,30.16,43.85,0,1.731,104.9,35.74,714.9,896
02-Apr-2017 13:30:00,31.51,42.18,0,1.789,107,40.68,848,896
02-Apr-2017 14:00:00,32.9,39.8,0,1.634,158,44.78,999,895
02-Apr-2017 14:30:00,32.55,42.08,0,1.726,131.8,50.61,669,895
02-Apr-2017 15:00:00,31.5,58.98,0,2.301,112.6,32.93,481.6,895
02-Apr-2017 15:30:00,26.33,64.71,0.2,1.226,39.04,21.17,173.2,895
02-Apr-2017 16:00:00,28.54,44.77,0,1.337,55.63,38.62,499.7,894
02-Apr-2017 16:30:00,30.4,46.93,0,2.092,101.2,29.53,307.3,894
02-Apr-2017 17:00:00,28.78,47.95,0,2.228,96.1,20.64,106.8,894
02-Apr-2017 17:30:00,29.15,47.08,0,2.449,121.7,29.15,251.1,894
02-Apr-2017 18:00:00,28.5,49.9,0,2.459,109.6,27.42,46.89,894
02-Apr-2017 18:30:00,27.4,51.2,0,2.021,103.3,20.84,12.85,894
02-Apr-2017 19:00:00,26.75,53.58,0,1.911,108.6,26.26,1.47,895
02-Apr-2017 19:30:00,26.14,60.92,0,1.747,105,17.1,0.089,895
02-Apr-2017 20:00:00,25.29,71.65,0,2.553,115.9,23.48,0.101,895
02-Apr-2017 20:30:00,24.36,76.23,0,2.408,124.3,24.42,0.078,895
02-Apr-2017 21:00:00,23.65,85,0,1.631,128.8,32.77,0.089,896
02-Apr-2017 21:30:00,22.9,86,0,2.173,122.6,32.88,0.099,896
02-Apr-2017 22:00:00,22.53,87.7,0,1.893,132.2,30.4,0.089,896
02-Apr-2017 22:30:00,22.09,89.9,0,1.752,128,31.92,0.084,896
02-Apr-2017 23:00:00,21.75,91.3,0,1.476,119.1,36.15,0.095,897
02-Apr-2017 23:30:00,21.41,92.1,0,1.261,131.3,43.94,0.073,897
03-Apr-2017 00:00:00,20.99,93.7,0,1.274,114,28.62,0.095,897
03-Apr-2017 00:30:00,20.85,93.6,0,1.494,116.9,23.94,0.118,897
03-Apr-2017 01:00:00,20.65,93.4,0,1.301,115.1,25.17,0.106,896
03-Apr-2017 01:30:00,20.42,92.9,0,0.911,121.7,29.34,0.112,896
03-Apr-2017 02:00:00,19.99,93.7,0,0.191,97.2,18.02,0.095,896
03-Apr-2017 02:30:00,19.79,94.2,0,0.211,76,10.22,0.089,896
03-Apr-2017 03:00:00,19.24,95.1,0,0,0,0,0.056,896
03-Apr-2017 03:30:00,19.3,95.3,0,0,0,0,0.099,896
03-Apr-2017 04:00:00,19.58,95.7,0,0.081,90.6,26.87,0.095,896
03-Apr-2017 04:30:00,19.66,96.3,0,0.106,114.5,32.98,0.084,896
03-Apr-2017 05:00:00,19.66,97,0,0.549,98.1,24.23,0.112,896
03-Apr-2017 05:30:00,19.47,97.2,0,0.285,107.3,23.64,0.089,896
03-Apr-2017 06:00:00,19.46,96.8,0,0.06,53.98,22.62,0.106,897
03-Apr-2017 06:30:00,18.85,96.9,0,0,0,0,1.864,897
03-Apr-2017 07:00:00,18.9,97,0,0.149,77.45,10.73,35.71,897
03-Apr-2017 07:30:00,19.72,96.5,0,0.129,79.51,12,82.2,897
03-Apr-2017 08:00:00,20.77,90.9,0,0.87,96.4,21.16,248.9,898
03-Apr-2017 08:30:00,22.48,84.5,0,1.238,105.5,37.18,333.3,898
03-Apr-2017 09:00:00,23.21,74.72,0,0.968,138.2,57.62,416.3,899
03-Apr-2017 09:30:00,24.93,71.91,0,1.192,144.7,65.08,354.9,899
03-Apr-2017 10:00:00,25.5,66.72,0,1.022,130.7,48.35,684.9,899
03-Apr-2017 10:30:00,27.44,57.95,0,1.176,162.7,48.51,744.3,899
03-Apr-2017 11:00:00,28.44,53.11,0,1.331,149.6,48.23,895,898
03-Apr-2017 11:30:00,29.02,49.6,0,1.507,131.8,52.36,907,898
03-Apr-2017 12:00:00,30.36,44.52,0,1.319,139,52.73,872,897
03-Apr-2017 12:30:00,30.94,42.77,0,1.705,135.1,41.07,1011,897
03-Apr-2017 13:00:00,31.45,41.04,0,1.485,132.6,54.15,974,896
03-Apr-2017 13:30:00,31.92,38.01,0,1.657,131.5,57.77,915,896
03-Apr-2017 14:00:00,32.57,34.27,0,1.451,140.7,71.04,980,895
03-Apr-2017 14:30:00,32.97,36.45,0,1.666,137.1,47.33,847,895
03-Apr-2017 15:00:00,32.41,36.03,0,1.608,141.9,57.59,740.9,894
03-Apr-2017 15:30:00,32.41,34.85,0,1.521,125.6,84.9,700.1,894
03-Apr-2017 16:00:00,33.83,34.1,0,1.348,166.4,60.15,741.3,894
03-Apr-2017 16:30:00,32.61,35.85,0,1.772,122.8,44.35,540.3,894
03-Apr-2017 17:00:00,31.79,36.81,0,1.734,126.6,33.93,389.3,894
03-Apr-2017 17:30:00,30.77,39.93,0,1.823,115.5,33.61,248.8,894
03-Apr-2017 18:00:00,29.32,44.27,0,2.108,116.1,18.82,33.31,894
03-Apr-2017 18:30:00,28.01,47.06,0,1.733,119.6,17.48,9.38,894
03-Apr-2017 19:00:00,27.31,51.39,0,1.557,134.3,30.06,1.134,895
03-Apr-2017 19:30:00,26.56,62.84,0,2.041,115.1,27.47,0.061,895
03-Apr-2017 20:00:00,25.61,69.09,0,2.508,117.5,31.77,0.089,895
03-Apr-2017 20:30:00,24.82,71.95,0,2.352,119.2,21.63,0.061,895
03-Apr-2017 21:00:00,24.18,77.71,0,2.081,114,15.91,0.067,897
03-Apr-2017 21:30:00,23.14,81.6,0,2.28,132.4,30.96,0.108,897
03-Apr-2017 22:00:00,22.48,85.4,0,2.533,117.6,19.29,0.067,897
03-Apr-2017 22:30:00,21.85,86.3,0,2.99,120.6,17.88,0.095,897
03-Apr-2017 23:00:00,21.2,85.8,0,2.911,117.6,18,0.106,898
03-Apr-2017 23:30:00,20.8,86.9,0,2.295,119.8,25.19,0.084,898
04-Apr-2017 00:00:00,20.59,88.5,0,1.951,125.8,22.53,0.061,897
04-Apr-2017 00:30:00,20.86,88.2,0,2.615,117,18.7,0.099,897
04-Apr-2017 01:00:00,20.95,88.1,0,2.407,120.6,23.88,0.084,897
04-Apr-2017 01:30:00,21.08,88.6,0,2.252,119.5,19.18,0.078,897
04-Apr-2017 02:00:00,21.08,89.4,0,2.09,110.9,26.82,0.095,897
04-Apr-2017 02:30:00,20.96,91.5,0,2.098,118.7,22.44,0.078,897
04-Apr-2017 03:00:00,20.45,92.3,0,1.379,112.3,33.97,0.084,896
04-Apr-2017 03:30:00,20.15,92.7,0,0.329,98,36.36,0.099,896
04-Apr-2017 04:00:00,20.37,92.6,0,0.551,128.2,29.46,0.039,896
04-Apr-2017 04:30:00,20.04,93.4,0,0.37,107.4,18.18,0.101,896
04-Apr-2017 05:00:00,19.74,94.6,0,0.077,105.9,15.87,0.078,896
04-Apr-2017 05:30:00,19.83,94.9,0,0.085,122.9,30.76,0.073,896
04-Apr-2017 06:00:00,19.8,95.4,0,0.286,98.6,29.5,0.084,896
04-Apr-2017 06:30:00,19.54,95.3,0,0.186,66.97,16.42,1.854,896
04-Apr-2017 07:00:00,19.51,96,0,0.324,109.1,25.14,12.67,897
04-Apr-2017 07:30:00,20.12,94.7,0,0.291,115,30.84,40.37,897
