TIME,T,RH,P,WS,WD,WDSD1,Srad,pressmb
01-Sep-2014 00:00:00,16.8,91.5,0,1.816,131.9,18.69,0,898
01-Sep-2014 00:30:00,16.41,92.2,0,1.651,131.7,19.67,0,898
01-Sep-2014 01:00:00,16.19,93.6,0,1.709,128.2,18.24,0,897
01-Sep-2014 01:30:00,15.9,95.3,0,1.714,124.1,14.32,0,897
01-Sep-2014 02:00:00,16.15,94.7,0,1.959,127.8,23.58,0,897
01-Sep-2014 02:30:00,16.4,95.1,0,1.994,136.8,19.65,0,897
01-Sep-2014 03:00:00,16.4,96.4,0,1.885,141.7,19.55,0,896
01-Sep-2014 03:30:00,15.82,97.6,0,1.047,137.6,11.37,0,896
01-Sep-2014 04:00:00,15.69,99,0,1.106,142.3,25.09,0,896
01-Sep-2014 04:30:00,15.94,99,0,1.235,143.2,22.71,0,896
01-Sep-2014 05:00:00,16.01,97.7,0,1.007,146,23.23,0,897
01-Sep-2014 05:30:00,16.24,97.3,0,1.299,144.6,20.28,0,897
01-Sep-2014 06:00:00,16.28,98.4,0,1.102,151.4,26.83,0,897
01-Sep-2014 06:30:00,16.16,97.4,0,1.027,166.1,23.38,0.741,897
01-Sep-2014 07:00:00,16.33,96.2,0,1.054,162.7,23.58,7.379,898
01-Sep-2014 07:30:00,16.7,94.5,0,0.901,167.5,18.56,42.01,898
01-Sep-2014 08:00:00,17.96,87.7,0,1.025,162.1,30.29,157.2,898
01-Sep-2014 08:30:00,18.65,85.1,0,1.236,164.4,25.26,155.5,898
01-Sep-2014 09:00:00,19.8,78.43,0,1.428,164.1,21.81,282.8,899
01-Sep-2014 09:30:00,20.79,72.21,0,1.684,176.1,32.79,410.7,899
01-Sep-2014 10:00:00,23.23,59.7,0,1.775,183.7,34.78,641.8,899
01-Sep-2014 10:30:00,23.5,56.39,0,1.855,158.6,27.19,491.7,899
01-Sep-2014 11:00:00,25.34,57.66,0,1.916,169.1,32.49,680.2,898
01-Sep-2014 11:30:00,24.2,56.23,0,2.027,182.8,24.01,407.5,898
01-Sep-2014 12:00:00,24.73,57.79,0,1.687,155.2,32.76,375.4,897
01-Sep-2014 12:30:00,24.56,57.1,0,1.736,171.8,23.27,347.8,897
01-Sep-2014 13:00:00,24.43,56.37,0,1.64,149.1,35.72,319.4,897
01-Sep-2014 13:30:00,25.5,55.44,0,1.565,165.5,33.7,307.5,897
01-Sep-2014 14:00:00,25.22,52.91,0,1.475,146.9,28.27,295.6,896
01-Sep-2014 14:30:00,25.36,51.39,0,1.52,147.9,35.2,338.2,896
01-Sep-2014 15:00:00,26.52,49.28,0,1.803,144.4,37,591.2,895
01-Sep-2014 15:30:00,26.65,48.52,0,1.705,128.9,23.59,518.7,895
01-Sep-2014 16:00:00,26.5,52.38,0,1.685,144.1,31.5,253,895
01-Sep-2014 16:30:00,25.61,51.42,0,1.468,155.5,29.72,185.8,895
01-Sep-2014 17:00:00,25.55,54.45,0,1.541,163.6,24.78,192.2,895
01-Sep-2014 17:30:00,25.44,55.54,0,1.84,146.1,23.44,177.5,895
01-Sep-2014 18:00:00,23.78,64.73,0,2.718,128.9,16.94,61.57,895
01-Sep-2014 18:30:00,22.17,67.02,0,2.497,133.7,24.2,9.74,895
01-Sep-2014 19:00:00,21.51,72.16,0,2.66,133.1,23.95,0.806,895
01-Sep-2014 19:30:00,20.64,74.5,0,2.422,133.6,18.95,0,895
01-Sep-2014 20:00:00,19.99,78.47,0,2.199,124.1,18.27,0,896
01-Sep-2014 20:30:00,19.34,80.2,0,2.516,130.4,21.1,0,896
01-Sep-2014 21:00:00,18.62,88.3,0,2.643,114.4,21.58,0,897
01-Sep-2014 21:30:00,18.65,87.7,0,2.366,130.8,16.07,0,897
01-Sep-2014 22:00:00,18.33,89.2,0,2.858,127,16.95,0,898
01-Sep-2014 22:30:00,17.73,92,0,2.986,126,22.61,0,898
01-Sep-2014 23:00:00,17.09,93,0,2.674,133,20.03,0,898
01-Sep-2014 23:30:00,16.82,93.4,0,2.442,131.6,22.09,0,898
02-Sep-2014 00:00:00,16.49,95,0,1.7,136.3,21.8,0,897
02-Sep-2014 00:30:00,15.86,95.7,0,1.113,148.3,23.87,0,897
02-Sep-2014 01:00:00,15.51,96.3,0,0.787,146,19.72,0,897
02-Sep-2014 01:30:00,15.09,96,0,0.681,141.8,20.4,0,897
02-Sep-2014 02:00:00,14.89,95.5,0,0.791,139.9,15.88,0,896
02-Sep-2014 02:30:00,14.46,96.1,0,0.537,132.7,12.57,0,896
02-Sep-2014 03:00:00,14.18,95.2,0,0.632,122.7,14.92,0,896
02-Sep-2014 03:30:00,14.16,95,0,0.828,132.4,17.87,0,896
02-Sep-2014 04:00:00,14.05,97,0,0.557,149.1,25.15,0,896
02-Sep-2014 04:30:00,14.1,98.3,0,0.992,129.3,15.92,0,896
02-Sep-2014 05:00:00,14.24,98.9,0,0.822,135.7,24.08,0,896
02-Sep-2014 05:30:00,14.22,99.7,0,0.639,172.4,19.95,0,896
02-Sep-2014 06:00:00,14.91,98.4,0,0.883,147.7,21.87,0,897
02-Sep-2014 06:30:00,15.38,97.8,0,1.212,143.7,23.9,1.014,897
02-Sep-2014 07:00:00,15.47,97.6,0,1.314,139.2,21.62,16.19,897
02-Sep-2014 07:30:00,16.13,93.1,0,1.587,134.4,20.19,50.19,897
02-Sep-2014 08:00:00,17.26,84.3,0,2.144,127.4,16.77,144.3,898
02-Sep-2014 08:30:00,19.45,74.66,0,2.063,132.5,18.27,347.6,898
02-Sep-2014 09:00:00,19.76,77.84,0,1.676,140.8,21.65,192.5,899
02-Sep-2014 09:30:00,19.53,77.89,0,1.239,156.8,29.02,185.2,899
02-Sep-2014 10:00:00,20.16,74.9,0,1.288,165.6,26.83,222.9,899
02-Sep-2014 10:30:00,20.45,72.44,0,1.375,172.6,21.86,213,899
02-Sep-2014 11:00:00,20.71,71.84,0,1.395,165.6,24.54,193.9,898
02-Sep-2014 11:30:00,20.96,67.14,0,1.565,183.2,33.73,289.5,898
02-Sep-2014 12:00:00,22.31,71.34,0,1.827,188.8,30.11,449.2,898
02-Sep-2014 12:30:00,20.73,76.42,0,1.825,125.6,21.42,110.8,898
02-Sep-2014 13:00:00,21.45,63.42,0,2.202,115.6,30.14,286.2,897
02-Sep-2014 13:30:00,22.7,65.11,0,1.731,133.1,33.32,461.6,897
02-Sep-2014 14:00:00,24.2,56.97,0,1.772,174.9,29.65,734.8,896
02-Sep-2014 14:30:00,25.88,51.54,0,1.963,158,28.8,939,896
02-Sep-2014 15:00:00,26.1,46.18,0,1.879,159.8,31.04,626.9,895
02-Sep-2014 15:30:00,26.17,49.25,0,2.074,148.7,26.68,469.8,895
02-Sep-2014 16:00:00,24.35,57.41,0,2.34,122.8,29.66,211,894
02-Sep-2014 16:30:00,23.51,55.75,0,1.793,138.2,23.92,141.2,894
02-Sep-2014 17:00:00,23.72,59.1,0,1.591,136.4,27.62,114.8,895
02-Sep-2014 17:30:00,22.65,62.36,0,2.172,124.8,28.45,55.61,895
02-Sep-2014 18:00:00,22.13,72.24,0,1.627,158.2,19.61,42.17,895
02-Sep-2014 18:30:00,20.51,74.29,0,2.49,132.3,19.11,6.623,895
02-Sep-2014 19:00:00,20.05,76.37,0,2.122,137.7,20.03,0.342,895
02-Sep-2014 19:30:00,19.68,78.41,0,2.147,135.4,22.1,0,895
02-Sep-2014 20:00:00,19.3,80.6,0,1.712,136.2,20.39,0,896
02-Sep-2014 20:30:00,18.67,88.1,0,2.028,129.1,15.56,0,896
02-Sep-2014 21:00:00,18.03,92.5,0,2.266,128.9,20.89,0,897
02-Sep-2014 21:30:00,17.52,93.1,0,2.176,131.3,24.34,0,897
02-Sep-2014 22:00:00,17.45,93.5,0,1.955,129.8,21.84,0,897
02-Sep-2014 22:30:00,17.1,94.1,0,2.073,124.4,17.94,0,897
02-Sep-2014 23:00:00,17.04,94.4,0,1.834,136.3,20.21,0,897
02-Sep-2014 23:30:00,17.22,93.1,0,1.2,148.1,24.55,0,897
03-Sep-2014 00:00:00,17.25,92.9,0,0.946,153.2,23.61,0,897
03-Sep-2014 00:30:00,17.34,93.1,0,1.06,149.9,25.88,0,897
03-Sep-2014 01:00:00,17.27,94.4,0,1.174,152.6,22.22,0,896
03-Sep-2014 01:30:00,17.23,94.4,0,1.163,165.4,16.58,0,896
03-Sep-2014 02:00:00,17.19,96.3,0,1.216,161.2,26.25,0,896
03-Sep-2014 02:30:00,16.82,96.4,0,1.007,149.7,23.3,0,896
03-Sep-2014 03:00:00,16.77,96.4,0,1.068,144.6,28.09,0,895
03-Sep-2014 03:30:00,16.69,96.3,0,0.804,162,17.3,0,895
03-Sep-2014 04:00:00,16.54,96.9,0,0.768,163.9,27.48,0,896
03-Sep-2014 04:30:00,16.48,96.2,0,0.583,158.5,23.67,0,896
03-Sep-2014 05:00:00,16.38,95.9,0,0.444,158.7,29.85,0,896
03-Sep-2014 05:30:00,16.25,96.2,0,0.435,92.6,15.01,0,896
03-Sep-2014 06:00:00,16.23,96,0,0.291,127.7,18.9,0,897
03-Sep-2014 06:30:00,15.9,96.6,0,0.029,165.8,3.89,1.111,897
03-Sep-2014 07:00:00,15.93,95.9,0,0.439,180.5,18.99,11.35,897
03-Sep-2014 07:30:00,16.7,92.2,0,0.815,179.6,25.18,41.44,897
03-Sep-2014 08:00:00,17.65,88,0,1.062,166,18.48,118,898
03-Sep-2014 08:30:00,18.2,81.8,0,1.328,154.7,31.39,149,898
03-Sep-2014 09:00:00,19.07,72.34,0,1.643,144.5,25.44,316.5,899
03-Sep-2014 09:30:00,21.66,69.36,0,1.62,177.5,29.42,450,899
03-Sep-2014 10:00:00,22.36,63.36,0,1.729,166.6,27.5,593.9,899
03-Sep-2014 10:30:00,23.4,57.35,0,2.011,163.4,33.18,663,899
03-Sep-2014 11:00:00,24.65,52.65,0,2.102,160.4,32.1,764.2,898
03-Sep-2014 11:30:00,25.43,49.41,0,1.971,169.4,29.68,695.7,898
03-Sep-2014 12:00:00,25.95,45.48,0,2.161,158.8,31.44,718.1,897
03-Sep-2014 12:30:00,26.7,45.96,0,2.036,138.2,40.84,1031,897
03-Sep-2014 13:00:00,27.1,41.74,0,1.901,151.8,31.72,849,896
03-Sep-2014 13:30:00,26.81,41.67,0,2.002,164.1,25.65,597.6,896
03-Sep-2014 14:00:00,26.71,45.4,0,1.836,162.5,44.05,424.7,895
03-Sep-2014 14:30:00,25.48,47.84,0,1.845,147.6,29.75,253.2,895
03-Sep-2014 15:00:00,24.7,53.79,0,2.319,128.8,35.39,204.1,895
03-Sep-2014 15:30:00,24.16,52.46,0,3.027,123.7,24.73,300.5,895
03-Sep-2014 16:00:00,25.07,49.15,0,3.064,115.8,16.74,476.2,894
03-Sep-2014 16:30:00,24.62,55.1,0,3.144,121.3,19.58,283,894
03-Sep-2014 17:00:00,23.68,57.62,0,2.907,128.8,27.77,174.2,894
03-Sep-2014 17:30:00,22.72,64.03,0,2.82,128.4,24.5,74.11,894
03-Sep-2014 18:00:00,21.61,67.27,0,2.76,132.7,19.33,31.42,895
03-Sep-2014 18:30:00,20.88,70.08,0,3.113,131.9,25.19,6.253,895
03-Sep-2014 19:00:00,20.3,73.48,0,2.558,139.6,19.46,0.353,896
03-Sep-2014 19:30:00,19.83,79.24,0,2.564,137,20.08,0,896
03-Sep-2014 20:00:00,19.24,81.4,0,2.545,136.1,23.44,0,897
03-Sep-2014 20:30:00,18.55,80.5,0,2.943,133.7,21.01,0,897
03-Sep-2014 21:00:00,18.19,84.8,0,2.594,130.5,17.06,0,897
03-Sep-2014 21:30:00,17.89,86.5,0,2.47,133.5,22.42,0,897
03-Sep-2014 22:00:00,17.78,87.3,0,2.77,123.6,24.14,0,898
03-Sep-2014 22:30:00,17.65,88.7,0,2.847,123.9,28.79,0,898
03-Sep-2014 23:00:00,17.5,87.1,0,2.792,124.9,18.63,0,898
03-Sep-2014 23:30:00,17.36,87.6,0,2.555,127.6,17.16,0,898
04-Sep-2014 00:00:00,17.26,88.9,0,2.187,132.4,20.45,0,897
04-Sep-2014 00:30:00,17.06,89.6,0,2.229,131.2,15.38,0,897
04-Sep-2014 01:00:00,17.01,89.5,0,1.91,130,25.65,0,897
04-Sep-2014 01:30:00,17.01,89.8,0,1.242,151.3,28.61,0,897
04-Sep-2014 02:00:00,17.03,90,0,1.022,151.5,17.73,0,897
04-Sep-2014 02:30:00,16.97,91,0,1.399,133.1,22.93,0,897
04-Sep-2014 03:00:00,16.91,92,0,1.447,142.7,14.65,0,897
04-Sep-2014 03:30:00,16.92,92.2,0,1.228,162.9,29.15,0,897
04-Sep-2014 04:00:00,16.93,95,0,1.132,157.9,15.78,0,897
04-Sep-2014 04:30:00,16.7,94.9,0,1.069,145.6,21.86,0,897
04-Sep-2014 05:00:00,16.84,94,0,1.125,146.1,30.55,0,897
04-Sep-2014 05:30:00,16.92,95.1,0,0.992,154.6,19.82,0,897
04-Sep-2014 06:00:00,16.6,97.1,0,1.353,137.4,19.62,0,898
04-Sep-2014 06:30:00,16.64,96.2,0,1.008,144.8,26.6,0.214,898
04-Sep-2014 07:00:00,16.85,94.8,0,1.243,126,18.07,7.854,898
04-Sep-2014 07:30:00,17.19,93.3,0,1.319,121,19.11,33.5,898
04-Sep-2014 08:00:00,17.62,90.4,0,1.247,137.8,30.57,58.59,899
04-Sep-2014 08:30:00,18.25,86.3,0,1.423,155.3,22.39,120.1,899
04-Sep-2014 09:00:00,19.41,77.96,0,1.527,158,30.71,230.5,900
04-Sep-2014 09:30:00,20.82,71.69,0,1.64,146.4,32.07,415.9,900
04-Sep-2014 10:00:00,20.99,72.83,0,1.609,148.1,30.43,239.8,900
04-Sep-2014 10:30:00,21.32,70.25,0,1.423,139.8,36.13,293.6,900
04-Sep-2014 11:00:00,21.21,71.93,0,1.902,142.7,35.86,266.8,899
04-Sep-2014 11:30:00,20.72,69.44,0,2.133,127.8,26.15,176.2,899
04-Sep-2014 12:00:00,21.74,60.02,0,1.841,138.4,26.34,304,899
04-Sep-2014 12:30:00,23.36,58.49,0,2.302,134,26.53,452.6,899
04-Sep-2014 13:00:00,23.33,58.06,0,2.365,140.5,23.15,497.4,898
04-Sep-2014 13:30:00,23.71,57.47,0,2.091,146.3,28.93,433.4,898
04-Sep-2014 14:00:00,22.88,65.05,0,2.417,139.6,35.22,289.2,897
04-Sep-2014 14:30:00,22.14,65.47,0,2.093,149.6,25.1,234.3,897
04-Sep-2014 15:00:00,21.34,71.38,0,1.718,151.1,23,98.5,896
04-Sep-2014 15:30:00,20.43,73.86,0,2.057,141.2,25.49,68.47,896
04-Sep-2014 16:00:00,20.66,70.6,0,1.992,141.1,24.59,159.9,896
04-Sep-2014 16:30:00,21.27,65.41,0,2.027,150.4,28.46,218.7,896
04-Sep-2014 17:00:00,21.71,67.14,0,2.4,140.6,23.97,260.4,897
04-Sep-2014 17:30:00,21.7,70.33,0,2.194,144.8,25.83,214.3,897
04-Sep-2014 18:00:00,19.92,74.83,0,1.844,145.8,23.88,20.09,897
04-Sep-2014 18:30:00,19.38,75.3,0,1.674,144.1,28.91,2.357,897
04-Sep-2014 19:00:00,19.28,77.68,0,1.695,136.5,23.49,0.221,898
04-Sep-2014 19:30:00,18.99,83.6,0,1.856,146.2,23.23,0,898
04-Sep-2014 20:00:00,17.4,93,0,2.071,124.1,21.23,0,898
04-Sep-2014 20:30:00,17.51,86.5,0,1.473,128.2,18.28,0,898
04-Sep-2014 21:00:00,18.06,86.1,0,1.392,151.8,25.3,0,899
04-Sep-2014 21:30:00,17.6,91.9,0,2.003,142.2,15.31,0,899
04-Sep-2014 22:00:00,17.17,89.5,0,1.512,142.9,21.93,0,899
04-Sep-2014 22:30:00,17.28,81.7,0,2.151,139.1,22.42,0,899
04-Sep-2014 23:00:00,17.15,83,0,2.253,134.9,15.92,0,899
04-Sep-2014 23:30:00,17,86.1,0,2.183,133.8,25.22,0,899
05-Sep-2014 00:00:00,16.89,87.2,0,2.029,136.9,20.58,0,899
05-Sep-2014 00:30:00,16.92,87.5,0,2.414,126.9,15.29,0,899
05-Sep-2014 01:00:00,16.88,87.5,0,2.314,131.2,18.38,0,898
05-Sep-2014 01:30:00,16.77,88.1,0,2.124,126.7,20.1,0,898
05-Sep-2014 02:00:00,16.67,88.8,0,2.081,135.4,20.16,0,897
05-Sep-2014 02:30:00,16.65,88.8,0,2.099,139.2,17.57,0,897
05-Sep-2014 03:00:00,16.67,88.7,0,2.095,141.6,18.86,0,897
05-Sep-2014 03:30:00,16.6,88.8,0,1.813,144.7,14.25,0,897
05-Sep-2014 04:00:00,16.55,88.4,0,2.113,138.6,17.45,0,897
05-Sep-2014 04:30:00,16.48,88.5,0,2.042,145.6,15.8,0,897
05-Sep-2014 05:00:00,16.45,89.6,0,1.883,131.5,18.8,0,897
05-Sep-2014 05:30:00,16.33,89.7,0,2.183,128.4,28.54,0,897
05-Sep-2014 06:00:00,16.15,91.2,0,2.363,125.6,18.18,0,898
05-Sep-2014 06:30:00,16.18,89.7,0,2.011,124.5,16.22,0.916,898
05-Sep-2014 07:00:00,16.32,90.3,0,1.957,136,24.94,6.097,899
05-Sep-2014 07:30:00,16.65,88.8,0,1.901,125.5,18.86,35.46,899
05-Sep-2014 08:00:00,17.09,88,0,1.538,143.5,31.46,55.66,899
05-Sep-2014 08:30:00,17.21,86.3,0,1.402,148.5,21.12,60.67,899
05-Sep-2014 09:00:00,17.28,85,0,1.479,155.5,29.51,75.74,900
05-Sep-2014 09:30:00,18.05,83.4,0,1.699,150.2,22.53,119,900
05-Sep-2014 10:00:00,18.54,77.7,0,2.184,150.3,31.1,132.3,900
05-Sep-2014 10:30:00,19.76,71.61,0,2.293,140.7,26.71,241.4,900
05-Sep-2014 11:00:00,19.85,72.08,0,1.963,143.7,22.18,211.7,900
05-Sep-2014 11:30:00,20.23,72.67,0,2.325,136.7,35.3,146.9,900
05-Sep-2014 12:00:00,19.76,72.45,0,2.049,157.8,28.38,126.8,899
05-Sep-2014 12:30:00,19.99,72.54,0,2.093,132.7,19.21,143.1,899
05-Sep-2014 13:00:00,19.99,72.43,0,2.148,124,25.54,132.4,899
05-Sep-2014 13:30:00,19.99,72.27,0,1.501,140.7,22.55,112.3,899
05-Sep-2014 14:00:00,20.36,72.38,0,1.651,136.1,24.7,101.9,898
05-Sep-2014 14:30:00,20.14,70.68,0,1.717,144.6,32.19,147.5,898
05-Sep-2014 15:00:00,20,74.6,0,2.401,128.3,22.33,98.3,897
05-Sep-2014 15:30:00,19.98,71.37,0,2.187,128.9,18.36,112.9,897
05-Sep-2014 16:00:00,20.14,70.88,0,1.701,131.3,27.56,114.4,897
05-Sep-2014 16:30:00,20.92,67.8,0,1.778,138.7,26.33,137.8,897
05-Sep-2014 17:00:00,19.4,85.8,0,3.006,143,29.11,40.46,897
05-Sep-2014 17:30:00,17.6,88.3,0,3.217,123.1,22.93,40.37,897
05-Sep-2014 18:00:00,17.17,90.4,0,3.087,117.8,20.14,22.3,898
05-Sep-2014 18:30:00,16.79,90.8,0,2.45,116.5,17.02,3.567,898
05-Sep-2014 19:00:00,16.61,92.8,0,2.321,123,18.76,0.122,898
05-Sep-2014 19:30:00,16.6,93.4,0,2.114,135.6,27.43,0,898
05-Sep-2014 20:00:00,16.74,92.7,0,1.929,136.2,17.39,0,899
05-Sep-2014 20:30:00,16.73,92.5,0,2.019,121.6,17.5,0,899
05-Sep-2014 21:00:00,16.66,93.2,0,2.419,127.8,15.39,0,899
05-Sep-2014 21:30:00,16.56,93.8,0,2.235,133.6,20.12,0,899
05-Sep-2014 22:00:00,16.54,93.6,0,2.129,124.6,15.82,0,900
05-Sep-2014 22:30:00,16.41,93.7,0,2.348,124.7,14.59,0,900
05-Sep-2014 23:00:00,16.47,92.6,0,1.811,137.2,17.28,0,900
05-Sep-2014 23:30:00,16.46,93.3,0,1.262,152.5,20.99,0,900
06-Sep-2014 00:00:00,16.18,96.2,0,1.175,154.4,21.95,0,899
06-Sep-2014 00:30:00,15.69,96.3,0,1.065,139.6,27.2,0,899
06-Sep-2014 01:00:00,15.64,95.7,0,0.897,143.7,25.94,0,899
06-Sep-2014 01:30:00,15.56,97.5,0,1.136,149.6,25.08,0,899
06-Sep-2014 02:00:00,15.44,98.1,0,1.002,148.3,29.02,0,898
06-Sep-2014 02:30:00,15.42,98.4,0,0.743,173.8,19.94,0,898
06-Sep-2014 03:00:00,15.01,100,0,0.661,160.5,21.73,0,898
06-Sep-2014 03:30:00,14.8,100,0,0.77,149.1,18.8,0,898
06-Sep-2014 04:00:00,14.64,100,0,1.064,135.9,15.97,0,898
06-Sep-2014 04:30:00,14.19,100,0,1.108,128.3,16.35,0,898
06-Sep-2014 05:00:00,13.82,100,0,0.876,105.7,13.17,0,898
06-Sep-2014 05:30:00,13.51,100,0,0.908,100.8,15.83,0,898
06-Sep-2014 06:00:00,13.73,100,0,0.835,129.4,15.1,0.011,899
06-Sep-2014 06:30:00,14.2,100,0,0.539,139.4,19.92,1.014,899
06-Sep-2014 07:00:00,14.54,99.4,0,0.444,143.4,25.41,9.85,899
06-Sep-2014 07:30:00,15.32,97.2,0,0.826,161.5,21.18,45.17,899
06-Sep-2014 08:00:00,16.57,90.8,0,1.194,181.5,26.82,111.1,900
06-Sep-2014 08:30:00,18.37,77.47,0,1.199,164.5,33.51,245.3,900
06-Sep-2014 09:00:00,19.45,72.27,0,1.281,164.1,30.66,227.5,900
06-Sep-2014 09:30:00,20.78,66.04,0,1.502,179.1,23.14,445.4,900
06-Sep-2014 10:00:00,21.73,62.56,0,1.845,156.1,34.76,400.5,901
06-Sep-2014 10:30:00,21.54,65.2,0,2.17,156.3,27.29,342.3,901
06-Sep-2014 11:00:00,21.7,64.81,0,2.161,178.7,26.72,314.4,900
06-Sep-2014 11:30:00,22.03,60.58,0,1.912,149.7,27.53,335.7,900
06-Sep-2014 12:00:00,22.86,58.92,0,1.995,173.8,23.59,385.4,899
06-Sep-2014 12:30:00,23.31,53.28,0,2.291,155.3,23.8,551.7,899
06-Sep-2014 13:00:00,23.32,55.87,0,2.444,160.4,30.64,293.2,898
06-Sep-2014 13:30:00,23.37,53.56,0,2.07,158.9,27.12,342.7,898
06-Sep-2014 14:00:00,23.4,54.32,0,2.198,168.9,29.48,315.7,897
06-Sep-2014 14:30:00,23.42,54.5,0,2.089,157.1,27.34,240.9,897
06-Sep-2014 15:00:00,23.75,53.62,0,2.049,164.5,34.3,312.6,897
06-Sep-2014 15:30:00,23.27,55.65,0,2.037,147.8,25.43,182.1,897
06-Sep-2014 16:00:00,22.94,59.24,0,2.077,145,24.38,144.2,897
06-Sep-2014 16:30:00,22.56,55.73,0,2.007,141.2,20.1,131.5,897
06-Sep-2014 17:00:00,22.72,61.56,0,2.149,159.4,25.12,150.6,897
06-Sep-2014 17:30:00,22.25,59.62,0,2.254,140.6,35.24,117.1,897
06-Sep-2014 18:00:00,22.2,63.84,0,1.966,147.7,23.61,72.61,898
06-Sep-2014 18:30:00,21.29,66.1,0,2.069,137.9,18.3,7.168,898
06-Sep-2014 19:00:00,20.75,72.3,0,1.697,144.1,20.32,0.419,898
06-Sep-2014 19:30:00,20.15,73.38,0,1.577,140.9,25.36,0,898
06-Sep-2014 20:00:00,19.78,73.5,0,1.247,139.9,26.55,0,898
06-Sep-2014 20:30:00,19.32,73.93,0,1.361,141.7,29.7,0,898
06-Sep-2014 21:00:00,18.63,79.45,0,1.275,141.1,22.65,0,899
06-Sep-2014 21:30:00,17.46,82.1,0,1.467,126.7,17.51,0,899
06-Sep-2014 22:00:00,17.11,84,0,1.25,137,22.5,0,899
06-Sep-2014 22:30:00,16.85,85.7,0,1.33,124.1,16.07,0,899
06-Sep-2014 23:00:00,16.66,87.9,0,0.576,133.9,35.2,0,900
06-Sep-2014 23:30:00,16.83,87.9,0,0.853,143,16.64,0,900
07-Sep-2014 00:00:00,16.85,91.3,0,1.035,155.1,27.05,0,899
07-Sep-2014 00:30:00,16.7,92.4,0,1.34,162.3,20.85,0,899
07-Sep-2014 01:00:00,16.45,93,0,1.062,161.9,22.22,0,899
07-Sep-2014 01:30:00,16.18,93.1,0,0.94,156.3,21.11,0,899
07-Sep-2014 02:00:00,16.08,92.4,0,1.174,178.7,19.62,0,898
07-Sep-2014 02:30:00,16.06,93.4,0,1.174,162.2,25.27,0,898
07-Sep-2014 03:00:00,15.78,94.1,0,1.227,170.9,30.18,0,898
07-Sep-2014 03:30:00,16.07,94.4,0,0.962,169.1,28.87,0,898
07-Sep-2014 04:00:00,16.18,95.1,0,0.953,165.1,21.35,0,898
07-Sep-2014 04:30:00,16.16,95.5,0,0.845,158.1,37.67,0,898
07-Sep-2014 05:00:00,16.15,96,0,0.774,155.5,27.52,0,898
07-Sep-2014 05:30:00,16.18,96.9,0,0.638,156,24.13,0,898
07-Sep-2014 06:00:00,16.06,99.2,0,0.67,160.9,24.53,0,899
07-Sep-2014 06:30:00,16,99.8,0.4,1.186,184.6,20.57,0.994,899
07-Sep-2014 07:00:00,15.97,100,0,1.206,188,26.64,14.05,899
07-Sep-2014 07:30:00,16.02,100,0.2,1.351,180.5,19.56,36.9,899
07-Sep-2014 08:00:00,16.21,100,0,1.413,181.2,20.93,59.47,900
07-Sep-2014 08:30:00,16.46,100,0.2,1.304,182.8,25.55,90.5,900
07-Sep-2014 09:00:00,16.89,99.8,0.2,1.214,207.3,27.31,127.6,901
07-Sep-2014 09:30:00,17.09,100,0.4,1.226,177.9,20.43,195.7,901
07-Sep-2014 10:00:00,17.65,99.6,0,1.419,194.2,37.81,225,901
07-Sep-2014 10:30:00,18.31,94.5,0.2,1.408,168.6,32.84,327.9,901
07-Sep-2014 11:00:00,19.82,86,0,1.715,177.4,31.15,476.2,901
07-Sep-2014 11:30:00,19.54,94.5,0.4,1.524,153.9,30.68,260.5,901
07-Sep-2014 12:00:00,19.9,77.04,0,1.367,159.9,31.81,511.3,900
07-Sep-2014 12:30:00,22.17,73.21,0,1.917,163.1,23.86,466.9,900
07-Sep-2014 13:00:00,22.22,65.4,0,1.941,156.7,29.33,253.7,900
07-Sep-2014 13:30:00,20.92,83,0.2,2.21,159.8,21.32,188.8,900
07-Sep-2014 14:00:00,22.34,59.56,0,1.687,168.4,32.04,762.1,899
07-Sep-2014 14:30:00,24.83,60.08,0,3.154,129.3,21.04,801,899
07-Sep-2014 15:00:00,25,57.58,0,3.357,122.5,27.66,793.5,898
07-Sep-2014 15:30:00,24.05,54.27,0,2.335,147.9,23.76,284.5,898
07-Sep-2014 16:00:00,24.16,54.54,0,1.94,149.6,27.39,275.4,898
07-Sep-2014 16:30:00,23.89,51.91,0,1.89,150.9,24.61,277.3,898
07-Sep-2014 17:00:00,24.74,56.82,0,1.983,144.5,38.34,301.7,898
07-Sep-2014 17:30:00,22.83,76.89,0,2.46,131.9,24.19,41.37,898
07-Sep-2014 18:00:00,19.93,84.1,0,3.575,118.1,19.12,56.56,899
07-Sep-2014 18:30:00,19,84.6,0,2.506,110.7,17.2,6.234,899
07-Sep-2014 19:00:00,18.45,85.2,0,2.101,130.7,26.42,0.475,899
07-Sep-2014 19:30:00,18.04,91.9,0,1.403,164.5,34.33,0,899
07-Sep-2014 20:00:00,17.65,91.8,0,1.343,142,31.69,0,900
07-Sep-2014 20:30:00,17.43,92.2,0,1.146,144.3,23.14,0,900
07-Sep-2014 21:00:00,17.35,93,0,1.381,136.4,19.09,0,901
07-Sep-2014 21:30:00,16.86,94.2,0,1.378,152.7,22.86,0,901
07-Sep-2014 22:00:00,17.07,97.1,0,1.661,144.5,23.57,0,901
07-Sep-2014 22:30:00,16.76,99.5,0,1.391,157.3,27.42,0,901
07-Sep-2014 23:00:00,16.75,99.7,0,1.717,160.4,26.97,0,901
