Timestamp,Soil Moisture (%),Temperature (C),Humidity (%),VPD (kPa),Wind Speed (km/h),Decision,Confidence (%),Reason,Duration (s)
2026-05-26 02:53:14,77.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 77.0%). No immediate watering needed.,0
2026-05-26 02:53:21,79.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 79.0%). No immediate watering needed.,0
2026-05-26 02:53:28,79.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 79.0%). No immediate watering needed.,0
2026-05-26 02:53:34,79.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 79.0%). No immediate watering needed.,0
2026-05-26 02:53:39,75.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 75.0%). No immediate watering needed.,0
2026-05-26 02:53:46,79.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 79.0%). No immediate watering needed.,0
2026-05-26 02:53:53,78.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 78.0%). No immediate watering needed.,0
2026-05-26 02:54:01,78.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 78.0%). No immediate watering needed.,0
2026-05-26 02:54:06,79.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 79.0%). No immediate watering needed.,0
2026-05-26 02:54:13,78.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 78.0%). No immediate watering needed.,0
2026-05-26 02:54:20,78.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 78.0%). No immediate watering needed.,0
2026-05-26 02:54:26,79.0,17.8,59.0,0.0,11.8,MONITOR,100.0,Conditions optimal for Onion (Moisture: 79.0%). No immediate watering needed.,0
