id,device_identifier,ts_generation,co2,humidity,pressure,temperature,battery
31938,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688019286484,635,61,1010.7,24.5,NULL
32234,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688043749456,472,39.5,1010.9,41.2,100
32243,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688044308221,467,46,1010.8,40.2,NULL
32254,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688044908191,463,38,1010.6,39.7,NULL
32264,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688045508203,436,35,1010.6,39.4,NULL
32274,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688046108167,427,33,1010.3,39.8,NULL
32284,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688046708148,450,32.5,1010.1,38.7,NULL
32297,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688047308111,472,30,1010.1,40.6,NULL
32307,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688047908086,442,31.5,1010,35.9,NULL
32316,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688048507727,442,35,1009.9,34.9,NULL
32326,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688049107749,433,35,1009.9,34.7,NULL
32336,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688049707658,443,34.5,1009.7,34.2,NULL
32345,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688050307613,442,35,1009.7,33.6,NULL
32355,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688050907599,433,35,1009.6,33.8,NULL
32365,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688051507573,456,35,1009.5,34.2,NULL
32375,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688052107570,448,34.5,1009.4,34.5,NULL
32387,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688052707537,448,36,1009.2,34.5,NULL
32397,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688053307493,454,35.5,1009.2,34.6,NULL
32408,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688053907497,428,35,1009,34.6,NULL
32418,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688054507432,424,35.5,1009.1,34.2,NULL
32428,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688055107423,449,36.5,1009.1,33.9,NULL
32438,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688055707424,436,37,1009.1,33.9,NULL
32447,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688056309091,434,35,1009.2,33.9,NULL
32456,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688056907340,440,34.5,1009,33.9,NULL
32465,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688057507321,444,35,1009,34,NULL
32474,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688058107291,440,37,1008.9,33.2,NULL
32483,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688058707271,446,36.5,1008.9,33.1,NULL
32492,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688059307252,449,38,1008.9,32.7,NULL
32501,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688059907218,446,38,1009,31.7,NULL
32510,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688060508882,452,40,1009.1,30.7,NULL
32519,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688061107165,461,46,1009.1,29.3,NULL
32528,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688061707113,464,44.5,1009.2,28.4,NULL
32536,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688062307089,450,45.5,1009.2,27.8,NULL
32545,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688062907107,460,47.5,1009.2,27.7,NULL
32554,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688063507042,447,46,1009.3,27.3,NULL
32563,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688064106977,451,46.5,1009.2,27,NULL
32573,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688064708696,468,46,1009.2,26.4,NULL
32582,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688065306946,439,47,1009.2,26.1,NULL
32591,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688065906929,469,47,1009.3,25.8,NULL
32600,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688066506907,460,48,1009.3,25.4,NULL
32609,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688067106871,481,48.5,1009.3,25,NULL
32618,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688067706841,450,48.5,1009.3,25,NULL
32628,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688068306848,464,48.5,1009.6,25.2,NULL
32637,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688068906777,444,48.5,1009.6,25.3,NULL
32646,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688069506741,461,47.5,1009.6,25.3,NULL
32655,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688070106729,468,47,1009.7,25.3,NULL
32664,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688070706699,478,48,1009.7,25.1,NULL
32673,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688071306653,459,49.5,1009.7,24.7,NULL
32682,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688071906640,463,52,1009.6,24.1,NULL
32690,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688072506595,483,55,1009.7,23.4,NULL
32699,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688073106573,470,56,1009.7,23.3,NULL
32708,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688073706549,459,54,1009.6,23.7,NULL
32717,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688074308229,468,54,1009.8,23.9,NULL
32726,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688074906492,488,56,1009.8,23.4,NULL
32735,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688075508162,465,58.5,1009.8,23.2,NULL
32744,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688076106416,483,61,1009.9,23,NULL
32753,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688076706387,478,60.5,1009.9,22.9,NULL
32762,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688077306377,474,60.5,1009.8,23.2,NULL
32771,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688077906355,463,60.5,1009.8,23.3,NULL
32780,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688078506294,480,61.5,1009.8,23.1,NULL
32789,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688079106308,475,61.5,1009.7,23,NULL
32798,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688079706244,470,62.5,1009.7,22.8,NULL
32807,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688080306227,466,63.5,1009.7,22.8,NULL
32816,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688080906193,481,64.5,1009.9,22.6,NULL
32825,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688081506174,488,65,1009.9,22.6,NULL
32834,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688082106179,484,65,1009.9,22.5,NULL
32843,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688082706111,494,65.5,1009.8,22.7,NULL
32852,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688083306079,464,66.5,1009.7,22.5,NULL
32861,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688083906047,475,67.5,1009.8,22.4,NULL
32870,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688084506000,487,68.5,1009.8,22.2,NULL
32879,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688085105991,497,74.5,1009.8,21.8,NULL
32888,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688085705949,478,79.5,1009.6,21,NULL
32897,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688086305941,505,82.5,1009.7,20.5,NULL
32906,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688086905889,526,84,1009.7,20.2,NULL
32915,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688087505862,534,87.5,1009.7,20.1,NULL
32924,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688088105845,537,88,1009.8,19.9,NULL
32933,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688088705817,547,88.5,1009.8,19.8,NULL
32942,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688089307495,549,88,1009.7,19.8,NULL
32951,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688089907473,585,89,1009.7,19.6,NULL
32960,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688090505720,567,89,1009.5,19.7,NULL
32969,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688091105700,545,89,1009.5,19.6,NULL
32977,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688091705676,548,90,1009.6,19.6,NULL
32985,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688092305646,550,90,1009.4,19.6,NULL
32994,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688092905600,533,89,1009.5,19.6,NULL
33004,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688093505589,549,88,1009.5,19.4,NULL
33013,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688094105603,538,88,1009.4,19.4,NULL
33022,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688094705527,563,88.5,1009.3,19.1,NULL
33031,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688095305499,547,88,1009.3,18.8,NULL
33039,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688095907179,564,89,1009.3,18.6,NULL
33048,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688096505462,586,89.5,1009.3,18.4,NULL
33057,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688097105447,620,90.5,1009.4,18.3,NULL
33074,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688098305395,542,91,1009.4,18.4,NULL
33083,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688098905338,542,90,1009.5,18.9,NULL
33092,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688099505301,541,89.5,1009.3,19.3,NULL
33101,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688100105257,525,89,1009.1,19.6,NULL
33110,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688100705245,535,87.5,1009,20,NULL
33119,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688101305186,525,86.5,1008.8,20.3,NULL
33128,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688101905179,509,84,1008.8,21.2,NULL
33137,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688102505107,524,80.5,1008.7,22.5,NULL
33146,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688103105128,532,77,1008.4,23.5,NULL
33155,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688103705090,521,74,1008.5,23.8,NULL
33164,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688104305052,515,71,1008.4,24.7,NULL
33173,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688104906743,510,68,1008.7,25.4,NULL
33182,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688105504994,517,68,1008.7,25.4,NULL
33191,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688106104979,491,61.5,1008.8,27,NULL
33201,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688106704943,512,60.5,1008.9,27.5,NULL
33210,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688107304904,493,65,1008.9,26.2,NULL
33219,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688107904907,508,62,1008.6,26.7,NULL
33229,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688108504849,481,61,1008.6,27.6,NULL
33239,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688109104820,481,61.5,1008.6,26.8,NULL
33249,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688109704794,503,63,1008.6,26.3,NULL
33259,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688110304775,489,63,1008.3,25.9,NULL
33269,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688110904732,470,62.5,1008.3,26.3,NULL
33279,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688111504724,475,62.5,1008.2,26.1,NULL
33289,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688112104665,483,60.5,1008.2,26,NULL
33299,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688112704645,475,61,1008,26.1,NULL
33309,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688113304625,485,62.5,1008.1,26,NULL
33319,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688113904603,482,63.5,1008.1,25.4,NULL
33329,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688114504575,490,65.5,1008.2,24.8,NULL
33339,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688115104538,496,68.5,1008.5,24.3,NULL
33349,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688115704497,494,69.5,1008.6,23.8,NULL
33358,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688116304456,486,72,1008.8,23.4,NULL
33368,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688116904458,491,75,1008.8,22.9,NULL
33378,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688117504429,485,77.5,1008.9,22.7,NULL
33388,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688118104383,475,75.5,1008.7,22.9,NULL
33398,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688118704367,492,76,1008.6,23,NULL
33408,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688119304318,495,72,1008.5,23.5,NULL
33418,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688119904304,468,72,1008.6,23.7,NULL
33428,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688120504289,488,73.5,1008.7,23.6,NULL
33438,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688121104251,501,73,1008.7,23.5,NULL
33448,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688121704211,496,73,1008.5,23.5,NULL
33458,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688122304183,488,74,1008.4,23.6,NULL
33468,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688122904153,495,74.5,1008.2,23.5,NULL
33478,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688123504118,483,75.5,1008.1,23.6,NULL
33488,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688124104092,485,76,1008.1,23.5,NULL
33498,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688124704083,486,76.5,1008.2,23.4,NULL
33508,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688125304030,482,76,1008.3,23.7,NULL
33518,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688125904016,484,75.5,1008.4,23.8,NULL
33528,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688126503967,477,76.5,1008.2,23.9,NULL
33538,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688127103940,477,75,1008.3,23.5,NULL
33548,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688127703929,466,76.5,1008.3,23.5,NULL
33558,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688128303898,485,76.5,1008.2,23,NULL
33568,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688128903851,452,78.5,1008.1,22.1,NULL
33578,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688129503851,482,80.5,1008.1,21.6,NULL
33588,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688130103796,472,82,1008.2,21.5,NULL
33599,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688130703778,479,83,1008.2,21,100
33608,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688131303792,482,85,1008.2,20.7,NULL
33618,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688131903728,475,86,1008.2,20.6,NULL
33628,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688132503682,473,88,1008.5,20.3,NULL
33638,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688133103654,471,89,1008.3,19.8,NULL
33648,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688133703625,482,90.5,1008.3,19.4,NULL
33658,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688134303656,482,90.5,1008.2,19.4,NULL
33668,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688134903575,475,91.5,1008.1,19.4,NULL
33679,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688135503535,489,92,1008.1,19.5,NULL
33689,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688136103505,491,92,1008.1,19.9,NULL
33699,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688136703495,485,91.5,1008,20.3,NULL
33709,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688137303463,490,90.5,1007.9,20.3,NULL
33718,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688137903422,487,90,1008,20.3,NULL
33728,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688138503398,484,90.5,1007.9,19.6,NULL
33738,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688139103380,487,90.5,1007.9,19.3,NULL
33748,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688139703332,483,90.5,1007.9,19,NULL
33758,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688140303319,496,90.5,1007.7,19,NULL
33768,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688140903329,477,90,1007.6,19.1,NULL
33778,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688141503244,473,90,1007.7,19,NULL
33788,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688142103234,493,91,1007.8,18.9,NULL
33798,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688142703200,495,91.5,1007.6,19.2,NULL
33808,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688143303151,497,90.5,1007.4,19.6,NULL
33818,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688143903136,467,90,1007.4,19.9,NULL
33828,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688144503100,490,90,1007.5,19.8,NULL
33838,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688145103074,468,90.5,1007.4,19.6,NULL
33848,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688145703056,506,91,1007.3,19.5,NULL
33858,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688146303008,483,91,1007.2,19.3,NULL
33868,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688146902999,492,91,1007.2,19.3,NULL
33878,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688147502956,475,91,1007.2,19.3,NULL
33888,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688148102922,492,91.5,1007,19.3,NULL
33898,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688148702893,499,92,1007.2,19.2,NULL
33908,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688149302904,497,92.5,1007.3,19.1,NULL
33919,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688149902858,508,92.5,1007.2,19.1,NULL
33929,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688150502815,494,93,1007.2,19.1,NULL
33938,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688151104511,516,93,1007.3,18.9,NULL
33948,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688151702758,512,93.5,1007.4,18.7,NULL
33958,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688152302725,507,93.5,1007.4,18.7,NULL
33968,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688152902710,533,94,1007.6,18.8,NULL
33977,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688153502644,526,94.5,1007.7,18.7,NULL
33987,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688154102639,534,94.5,1007.8,18.7,NULL
33997,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688154702655,571,95,1008,18.7,NULL
34007,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688155302579,545,95,1008.1,18.7,NULL
34017,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688155902563,547,95,1007.9,18.7,NULL
34027,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688156502546,552,95,1007.9,18.7,NULL
34037,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688157102515,556,95,1007.9,18.9,NULL
34047,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688157702462,532,95,1007.8,18.8,NULL
34057,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1688158302447,544,95,1007.6,18.7,NULL
